,time,value
2352091,2014-03-27 13:59:02.842,1.0190000000000001
2352092,2014-03-27 13:59:03.898,2.033
2352093,2014-03-27 13:59:05.960,1.094
2352094,2014-03-27 13:59:07.059,5.6610000000000005
2352095,2014-03-27 13:59:18.183,3.447
2352096,2014-03-27 14:00:04.457,3.036
2352097,2014-03-27 14:09:47.020,3.5460000000000003
2352098,2014-03-27 14:26:03.921,2.877
2352099,2014-03-27 14:42:16.118,2.799
2352100,2014-03-27 14:43:23.828,3.565
2352101,2014-03-27 14:43:36.069,6.037000000000001
2352102,2014-03-27 14:44:40.023,6.685
2352103,2014-03-27 14:46:22.233,11.3
2352104,2014-03-27 14:47:39.089,11.992
2352105,2014-03-27 14:48:13.309,2.072
2355651,2014-04-10 17:29:18.154,1.0170000000000001
2355652,2014-04-10 17:29:19.184,1.028
2356270,2014-04-12 19:09:37.832,1.063
2356271,2014-04-12 19:09:38.927,5.922999999999999
2356644,2014-04-14 16:10:26.298,1.006
2356645,2014-04-14 16:10:27.364,2.168
2356646,2014-04-14 16:10:29.805,20.052
2356647,2014-04-14 16:10:49.861,2.03
2356666,2014-04-14 18:40:29.125,1.022
2356667,2014-04-14 18:40:30.153,15.142000000000001
2356668,2014-04-14 18:40:45.302,30.094
2356669,2014-04-14 18:42:15.263,9.459
2356670,2014-04-14 19:05:33.322,3.515
