,acc_phone_x,acc_phone_y,acc_phone_z,prox_phone_distance,gyr_phone_x,gyr_phone_y,gyr_phone_z,light_phone_lux,mag_phone_x,mag_phone_y,mag_phone_z,press_phone_pressure,labelonLaptop,labelonTable
2020-06-05 12:22:16.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:16.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:16.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:16.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:17.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:17.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:17.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:17.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:18.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:18.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:18.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:18.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:19.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:19.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:19.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:19.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:20.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:20.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:20.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:20.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:21.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:21.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:21.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:21.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:22.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:22.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:22.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:22.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:23.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:23.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:23.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:23.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:24.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:24.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:24.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:24.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:25.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:25.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:25.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:25.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:26.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:26.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:26.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:26.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:27.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:27.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:27.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:27.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:28.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:28.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:28.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:28.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:29.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:29.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:29.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:29.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:30.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:30.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:30.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:30.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:31.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:31.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:31.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:31.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:32.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:32.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:32.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:32.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:33.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:33.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:33.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:33.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:34.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:34.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:34.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:34.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:35.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:35.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:35.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:35.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:36.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:36.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:36.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:36.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:37.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:37.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:37.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:37.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:38.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:38.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:38.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:38.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:39.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:39.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:39.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:39.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:40.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:40.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:40.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:40.753622912,0.5852952483737577,0.808783624207426,9.801929793891121,5.0,0.0009499520971360927,-4.4092868785320104e-05,-0.00016394922843233992,,-1.5799999627769856,14.357390995275363,-31.087651493217393,1006.1905485135137,1,0
2020-06-05 12:22:41.003622912,0.5857930189949205,0.8223494604828919,9.802535621416016,,3.049761271361857e-06,-7.727549227765655e-05,-0.00011297676738899967,14.444444444444445,-1.8360747268031152,14.728691274766355,-31.380186241433023,1006.192516296875,1,0
2020-06-05 12:22:41.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:41.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:41.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:42.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:42.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:42.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:42.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:43.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:43.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:43.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:43.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:44.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:44.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:44.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:44.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:45.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:45.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:45.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:45.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:46.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:46.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:46.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:46.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:47.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:47.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:47.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:47.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:48.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:48.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:48.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:48.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:49.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:49.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:49.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:49.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:50.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:50.253622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:50.503622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:50.753622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:51.003622912,,,,,,,,,,,,,1,0
2020-06-05 12:22:51.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:51.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:51.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:52.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:52.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:52.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:52.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:53.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:53.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:53.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:53.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:54.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:54.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:54.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:54.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:55.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:55.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:55.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:55.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:56.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:56.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:56.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:56.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:57.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:57.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:57.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:57.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:58.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:58.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:58.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:58.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:59.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:59.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:59.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:22:59.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:00.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:00.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:00.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:00.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:01.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:01.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:01.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:01.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:02.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:02.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:02.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:02.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:03.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:03.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:03.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:03.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:04.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:04.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:04.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:04.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:05.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:05.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:05.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:05.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:06.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:06.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:06.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:06.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:07.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:07.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:07.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:07.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:08.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:08.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:08.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:08.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:09.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:09.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:09.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:09.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:10.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:10.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:10.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:10.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:11.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:11.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:11.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:11.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:12.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:12.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:12.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:12.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:13.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:13.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:13.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:13.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:14.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:14.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:14.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:14.753622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:15.003622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:15.253622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:15.503622912,,,,,,,,,,,,,0,0
2020-06-05 12:23:15.753622912,-0.06445606610240187,-0.2401582440693029,9.77202991920211,,2.2032431808333334e-05,-0.00015161134906177155,-8.621599534333335e-05,0.5,5.494838567780058,-27.327096144780057,-27.824867410674486,991.2602251823529,0,1
2020-06-05 12:23:16.003622912,-0.0626412810568003,-0.2405189314125201,9.784827840133888,,1.4544834987192536e-05,-1.739636376708806e-05,7.031586455621936e-06,0.5,5.40579347217912,-27.189832203069198,-27.8100017734196,991.1953743160401,0,1
2020-06-05 12:23:16.253622912,-0.06130115441161297,-0.2373406862739328,9.781220740373142,,4.7035983646752984e-06,9.938663621383e-06,-3.7224647866545624e-06,0.5,5.774892476547454,-27.524974783120825,-27.86190875525377,991.1524296865599,0,1
2020-06-05 12:23:16.503622912,-0.060258198236618,-0.23569260239366846,9.780290493293217,,-1.2143057506846489e-05,1.4632843931615265e-05,8.681718250017867e-06,0.5,6.181137134096305,-27.6432656997511,-27.713895610190182,991.1387566287174,0,1
