,actvalue,builtvalue,commvalue,entvalue,accvalue,offvalue,othervalue,socialvalue,travelvalue,unkvalue,utilvalue,callvalue,arovalue,valvalue,scrvalue,smsvalue,labelvalue
2014-03-21 10:00:00,0.11377328539270277,9.87154794520548,47.78505,12.641705882352941,103.378,,80.67389583333333,34.293894736842105,63.63800000000001,,,1.0,-0.6,0.4,56.30633853624264,,6.4
2014-03-22 10:00:00,0.10083118437097449,18.4943949044586,53.93873255813952,35.568705882352944,46.834666666666664,,43.801538461538456,39.490265306122446,,,4.044333333333333,,-0.8,0.0,62.14441326807956,,5.8
2014-03-23 10:00:00,0.0721045717728689,20.553636363636365,52.67367741935483,15.02747619047619,55.22166666666667,,27.27322222222222,32.85494444444444,,,,,-0.5,0.25,47.2699894817252,,6.0
2014-03-24 10:00:00,0.060787771051273996,13.402910638297874,57.40545901639344,51.676222222222215,50.93004545454544,,44.20139999999999,42.90276923076923,52.286125,,,,-1.0,0.4,69.84972043191233,,6.8
2014-03-25 10:00:00,0.0903531867476755,16.076967948717954,47.216017094017104,,59.7315,,65.96416666666666,46.43818181818182,42.042100000000005,,,1.0,-0.25,0.0,71.92663186330061,1.0,5.5
2014-03-26 10:00:00,0.14084606018536747,10.29108783783784,42.80006201550388,51.760500000000015,9.0425,,40.41417777777777,52.36674074074073,17.364833333333333,,,1.0,-0.2,0.8,58.561556650499995,1.0,6.8
2014-03-27 10:00:00,0.07771488594222443,8.898374074074075,69.28837301587302,130.824,28.709399999999995,,37.726333333333336,47.98072727272727,1.008,,,1.0,-1.0,0.8,70.58779889644858,,6.6
2014-03-28 10:00:00,0.06442828016162218,25.568510460251044,61.74998245614036,52.347,67.90050000000002,,13.255199999999999,52.004900000000006,,4.612666666666667,,1.0,-0.6,0.8,64.32455420494082,,6.4
2014-03-29 10:00:00,0.17103314069047307,131.38474096385542,34.48894444444445,,10.6824,,8.465000000000002,120.203,,,,1.0,0.3333333333333333,1.3333333333333333,30.445520651241974,1.0,8.333333333333334
2014-03-30 10:00:00,0.008806607492186903,132.08087500000002,26.051473684210528,,,,6.667,,,,,1.0,-1.0,1.0,57.008260877236104,,6.666666666666667
2014-03-31 10:00:00,0.04738333309250989,35.2019090909091,49.61195238095239,,,,7.6678,32.446,,,,1.0,0.0,0.75,50.629571422698,1.0,6.5
2014-04-01 10:00:00,0.06035830999066294,48.54533333333333,11.89,,,,8.035999999999998,,,,,,-0.2,0.4,18.886954535137534,,6.4
2014-04-02 10:00:00,0.061701788839105466,13.453847826086955,29.341000000000005,,,,8.475666666666664,35.866,,,,,-1.0,1.0,26.685529400320615,,6.666666666666667
2014-04-03 10:00:00,0.06209542725136034,28.55017647058823,35.26709090909091,,8.059,,12.129250000000003,46.582,,,,,-0.25,1.0,63.12614283561713,,7.75
2014-04-04 10:00:00,0.010416666666666649,13.3978,7.065,,,,8.3248,,,,,,-1.3333333333333333,1.0,28.838545409115856,,7.333333333333333
2014-04-05 10:00:00,0.010081214689265537,31.73275,107.92914285714286,,,3.011,14.136499999999998,19.82,,,,,-1.5,0.5,42.86724244464528,,7.5
2014-04-06 10:00:00,0.02901523603791795,34.645595744680854,398.88188235294115,,,,8.9448,18.279166666666665,,,,1.0,-1.0,1.0,31.304512204193475,,7.4
2014-04-07 10:00:00,0.013688468265867055,8.07914705882353,17.3178,,,,13.233285714285712,44.647999999999996,,,,,-0.3333333333333333,0.8333333333333334,28.033095234916324,1.0,6.833333333333333
2014-04-08 10:00:00,0.04103349673202617,1119.2035555555553,21.9065,,,,9.0824,,,,,1.0,0.0,1.0,19.417782586553827,,7.0
2014-04-09 10:00:00,0.1772549019607843,30.769928571428572,24.405333333333335,,,,8.124,13.054,,,,,0.3333333333333333,1.0,55.06110528895732,,8.0
2014-04-10 10:00:00,0.04289063451467544,29.167354838709677,18.882,,,,10.88625,29.299,,,,,-0.3333333333333333,1.0,37.0676249762376,,6.666666666666667
2014-04-11 10:00:00,0.015374066293183936,158.22856756756758,19.197,,,,10.31075,22.140666666666664,,,,1.0,1.0,1.0,22.16521739959718,,7.75
2014-04-12 10:00:00,0.08990374813933544,12.337700000000002,,,,,11.119499999999999,,,,,,0.0,1.0,18.21375000476837,,7.5
2014-04-13 10:00:00,0.0,10.052,,,,,44.903,,,,,,-1.0,1.0,55.2580001354218,,7.0
2014-04-14 10:00:00,0.004166666666666668,12.19523076923077,40.208,,,,578.8423999999999,,,,,,1.0,1.0,27.251999998092657,,8.0
2014-04-15 10:00:00,0.008057995925642982,121.74165384615388,52.448,,,,7.246833333333334,5.162,,,,,-0.5,0.5,21.125105255528503,,6.25
2014-04-16 10:00:00,0.057166199813258656,270.1052444444445,22.727999999999998,,,,12.80575,,,,,,0.0,0.25,25.823911765042467,,5.75
2014-04-17 10:00:00,0.04826388888888892,157.2028205128205,15.409666666666666,,,38.771499999999996,17.144,18.177,,,,,0.0,0.2,34.07429999113085,1.0,6.4
2014-04-18 10:00:00,0.02083333333333331,13.998571428571429,17.677500000000002,,,,17.269000000000002,,,,,,-1.0,0.0,28.849999984105438,,6.0
2014-04-19 10:00:00,0.0020862511671335183,8.373705882352942,13.456499999999998,,,,12.0945,,,,,,0.25,1.0,22.282545501535594,1.0,6.75
2014-04-20 10:00:00,0.009386671335200752,14.761607142857143,96.61820000000002,,,,12.600750000000001,,,,,,-1.0,0.5,79.77728572913577,1.0,7.5
2014-04-21 10:00:00,0.04110126792898699,55.65128571428571,25.511333333333337,,,,8.0694,18.149,,,,1.0,0.0,1.0,20.944761900674724,1.0,7.0
2014-04-22 10:00:00,0.015603560264685568,52.552000000000035,15.027000000000001,,,,8.841,99.483,,,,,-0.4,0.4,28.436428558258772,,7.0
2014-04-23 10:00:00,0.06519251983915161,15.694264705882354,15.911333333333333,,,,18.6725,14.192,47.435,,,,-1.0,0.5,28.75647827853326,,7.0
2014-04-24 10:00:00,0.03333333333333329,60.0745945945946,35.89677777777778,,,32.423,16.636,,23.566499999999998,,,,0.3333333333333333,1.0,37.664119997024564,,7.333333333333333
2014-04-25 10:00:00,0.006600140056022404,10.525263157894736,18.86392857142857,,,,14.6872,,,,,,0.8,1.4,32.90506249666215,,8.0
2014-04-26 10:00:00,0.13245587027914613,1331.1917142857144,29.208,,,,15.087,,,,,,-1.0,1.0,37.2949999968211,1.0,8.0
2014-04-27 10:00:00,0.003124999999999998,16.68692857142857,32.5406,,,,14.169666666666666,,,,,,0.0,1.0,73.19016667207096,,7.666666666666667
2014-04-28 10:00:00,0.0,14.011500000000002,,,,,,,,,,1.0,,,18.866000096003233,,
2014-04-29 10:00:00,0.0223684210526316,12.37826315789474,11.776333333333334,,,,4.566999999999999,,,,,,,,23.74011111259458,,
