,time,value
1907815,2014-03-26 16:13:44.552,21.26
1907819,2014-03-26 16:14:14.980,38.91
1907855,2014-03-26 16:36:29.881,12.530999999999999
1907877,2014-03-26 16:47:31.253,60.309
1907878,2014-03-26 16:48:37.010,17.201
1907899,2014-03-26 16:58:40.812,71.04899999999999
1907902,2014-03-26 17:00:32.667,87.12700000000001
1907907,2014-03-26 17:03:24.381,66.986
1907988,2014-03-26 21:29:10.779,100.751
1907995,2014-03-26 21:33:22.536,20.463
1907998,2014-03-26 21:50:15.148,31.668000000000003
1908001,2014-03-26 21:59:04.519,18.581
1908027,2014-03-26 22:43:29.391,17.34
1908513,2014-03-28 16:26:14.582,24.401
1908527,2014-03-28 16:55:29.727,55.614
1909895,2014-04-02 17:06:48.095,22.122
1910225,2014-04-03 15:44:45.838,38.911
1910232,2014-04-03 15:54:34.265,44.847
1910353,2014-04-03 20:26:11.489,3.01
1910370,2014-04-03 21:53:33.341,80.747
1910405,2014-04-04 08:05:38.714,100.95700000000001
1910437,2014-04-04 08:34:15.118,133.343
1910439,2014-04-04 08:36:34.563,3.56
1910441,2014-04-04 08:37:55.865,2.006
1910442,2014-04-04 08:37:57.875,262.058
1910446,2014-04-04 08:42:32.005,47.035
1910484,2014-04-04 12:11:24.019,1.003
1910726,2014-04-05 11:47:04.780,21.482
1910756,2014-04-05 12:29:32.898,19.222
1910804,2014-04-05 19:01:24.298,78.976
1911086,2014-04-07 19:06:23.348,37.449
1911222,2014-04-08 00:36:33.045,4.01
1911837,2014-04-09 23:30:58.482,2.0140000000000002
1911839,2014-04-09 23:31:01.513,245.602
1911903,2014-04-10 11:42:54.907,48.71
1911923,2014-04-10 12:51:26.612,58.06399999999999
1911929,2014-04-10 12:54:29.727,90.26299999999999
1911934,2014-04-10 13:04:24.105,141.059
1911939,2014-04-10 13:14:15.270,28.77
1911948,2014-04-10 13:24:28.157,24.363000000000003
1911950,2014-04-10 13:24:55.612,11.185
1911963,2014-04-10 13:28:37.638,85.26899999999999
1911965,2014-04-10 13:30:04.950,89.527
1911966,2014-04-10 13:32:07.421,35.474000000000004
1911967,2014-04-10 13:32:45.368,2.013
1911973,2014-04-10 13:35:05.647,69.089
1911974,2014-04-10 13:36:19.375,4.037
1911985,2014-04-10 13:49:21.880,24.774
1911986,2014-04-10 13:50:43.091,1.499
1911987,2014-04-10 13:53:17.500,5.055
1912000,2014-04-10 14:00:30.358,50.365
1912007,2014-04-10 14:04:09.802,8.072000000000001
1912029,2014-04-10 14:34:21.548,11.206
1912035,2014-04-10 14:36:50.706,38.795
1912051,2014-04-10 15:56:08.351,25.391
1912082,2014-04-10 16:27:06.493,16.234
1912090,2014-04-10 16:42:03.517,21.58
1912401,2014-04-11 16:44:32.318,36.431
1912502,2014-04-11 20:27:08.342,18.287
1912508,2014-04-11 20:54:50.951,2.005
1912531,2014-04-11 21:07:24.818,43.997
1912697,2014-04-12 17:56:02.802,3.475
1912698,2014-04-12 17:56:16.605,67.41199999999999
1912850,2014-04-13 17:37:36.927,34.555
1912853,2014-04-13 17:43:26.115,45.57
1912863,2014-04-13 17:51:39.447,6.0360000000000005
1912890,2014-04-13 18:10:38.961,9.642000000000001
1912891,2014-04-13 18:11:26.993,92.625
1912892,2014-04-13 18:14:14.618,4.927
1912893,2014-04-13 18:14:27.874,85.212
1912894,2014-04-13 18:15:54.387,3.0789999999999997
1912897,2014-04-13 18:16:45.684,57.49100000000001
1912900,2014-04-13 18:25:29.776,31.643
1912901,2014-04-13 18:26:09.450,4.69
1912902,2014-04-13 18:26:27.835,29.519000000000002
1913369,2014-04-15 14:28:53.348,18.202
1913600,2014-04-16 10:10:15.252,5.109
1913602,2014-04-16 10:10:21.365,4.038
1913604,2014-04-16 10:10:27.417,39.798
1913607,2014-04-16 10:11:21.081,31.686
1914385,2014-04-17 21:13:10.596,37.3
1914609,2014-04-18 16:53:32.332,62.153
1914625,2014-04-18 17:09:36.443,53.041000000000004
1914628,2014-04-18 17:12:03.069,20.227
1914636,2014-04-18 17:14:37.697,21.122
1914637,2014-04-18 17:15:03.641,3.016
1914638,2014-04-18 17:15:38.071,12.242
1914665,2014-04-18 17:48:22.355,160.129
1914754,2014-04-19 11:27:04.904,116.22200000000001
1915318,2014-04-21 19:21:01.219,36.522
1915383,2014-04-21 21:10:38.176,100.398
1915384,2014-04-21 21:42:03.470,2.127
1915385,2014-04-21 21:42:09.551,4.022
1915440,2014-04-22 07:28:01.315,19.198
1915533,2014-04-22 12:11:12.520,63.703
1915644,2014-04-22 14:12:32.151,148.049
1916173,2014-04-23 18:10:59.318,39.757
1916294,2014-04-23 23:08:42.967,92.48899999999999
1916297,2014-04-23 23:11:42.865,59.617
1916334,2014-04-24 07:29:52.667,88.046
1916511,2014-04-24 14:05:10.747,44.82899999999999
1916514,2014-04-24 14:06:27.694,18.453
1916530,2014-04-24 14:16:50.792,15.231
1916677,2014-04-24 22:32:56.098,37.493
1916679,2014-04-24 22:33:35.602,4.0169999999999995
1916870,2014-04-25 19:19:21.282,87.182
1916900,2014-04-25 20:42:10.477,64.165
1916967,2014-04-25 21:43:20.065,104.04700000000001
1917048,2014-04-26 06:46:31.743,45.608000000000004
1917267,2014-04-26 16:43:29.785,878.423
1917411,2014-04-27 21:51:53.209,105.478
1917413,2014-04-27 21:53:39.697,61.162
1918208,2014-04-30 15:19:19.345,63.787
1918431,2014-05-01 09:39:09.499,14.44
1918433,2014-05-01 09:39:32.045,60.2
1918439,2014-05-01 09:42:04.993,26.057
1918442,2014-05-01 09:44:18.332,93.18
1918444,2014-05-01 09:46:24.598,15.093
1918448,2014-05-01 09:48:17.969,13.048
1918449,2014-05-01 09:48:31.017,41.599
1918472,2014-05-01 10:20:54.476,13.034
1918627,2014-05-02 11:40:14.102,39.759
1918631,2014-05-02 11:41:09.009,19.157
1918690,2014-05-02 16:59:22.369,31.763
1918730,2014-05-02 19:11:53.312,51.43899999999999
1918734,2014-05-02 19:13:25.559,114.92299999999999
1918735,2014-05-02 19:15:28.818,6.332000000000001
1918990,2014-05-04 17:15:30.256,4.015
1919267,2014-05-05 22:58:16.529,56.464
1919291,2014-05-06 07:21:08.776,40.743
1919595,2014-05-07 00:06:10.460,24.233
