,actvalue,builtvalue,commvalue,entvalue,accvalue,offvalue,othervalue,socialvalue,travelvalue,unkvalue,utilvalue,callvalue,arovalue,valvalue,scrvalue,smsvalue,labelvalue
2014-03-22 11:00:00,0.13709152131073207,13.583813953488374,11.05890625,21.77288607594937,,40.4995,15.409714285714285,,26.38518181818182,,4.35,1.0,0.5,0.6666666666666666,37.92486075208159,1.0,7.5
2014-03-23 11:00:00,0.09026794009777861,11.835151515151518,30.269788461538464,20.58078313253012,36.364,,35.20728571428572,,38.42825,,,1.0,-0.2,1.6,44.31359350196714,1.0,8.6
2014-03-24 11:00:00,0.11194159442628027,19.597727272727273,28.90006451612904,32.09380303030303,55.275999999999996,24.1815,20.82322222222222,,,11.064,5.136,1.0,-0.6,1.4,46.29240397743833,,7.6
2014-03-25 11:00:00,0.11944335275627453,36.04137037037037,16.59007142857143,18.602397959183673,,4.526999999999999,10.473400000000002,,,18.324333333333332,9.614333333333333,1.0,-0.2,1.2,26.579085265019142,1.0,8.0
2014-03-26 11:00:00,0.09610904542544689,5.09535,15.397694444444445,22.309483516483517,29.047,,11.114285714285714,,6.42,,13.124,1.0,0.5,1.25,32.83343808310372,,8.25
2014-03-27 11:00:00,0.10572206483592267,23.167310344827584,14.420971014492753,38.45521348314607,,6.7185,8.991166666666667,,,27.282,5.705500000000001,1.0,0.0,0.25,36.25048455258004,1.0,7.75
2014-03-28 11:00:00,0.06850422511531973,79.39550000000001,13.611783333333333,19.100969230769234,,15.402000000000001,17.82371428571429,,,36.505,,,-0.5,1.75,31.992011475837103,,8.25
2014-03-29 11:00:00,0.178127438967039,9.655,5.092666666666667,52.410390625000005,49.371,,10.064181818181817,,,,,,-0.2,1.2,55.440760011672985,1.0,8.2
2014-03-30 11:00:00,0.17139218526635222,3.21725,14.664708737864077,21.618373493975902,,26.284,16.496416666666665,,,35.267,5.16,1.0,-0.2,1.2,27.828109370544556,,8.4
2014-03-31 11:00:00,0.09635947253750761,44.18192727272728,60.868260869565205,17.16769411764706,25.83033333333334,2.208,6.117461538461539,,,,,1.0,0.8,0.6,84.46661261824875,1.0,7.6
2014-04-01 11:00:00,0.09023790953676396,12.481458333333334,14.395375000000001,33.143878048780486,40.87350000000001,20.093999999999998,12.959499999999998,,27.072499999999998,,,1.0,0.4,0.4,31.054729158679645,,7.6
