,actvalue,builtvalue,commvalue,entvalue,othervalue,socialvalue,travelvalue,unkvalue,utilvalue,callvalue,arovalue,valvalue,scrvalue,smsvalue,labelvalue
2014-04-22 14:00:00,0.053568510737628396,18.771115384615385,54.79335483870968,1650.744,10.354999999999999,32.528999999999996,,,,,0.25,0.5,152.32878572032573,,6.5
2014-04-23 14:00:00,0.15618002578229842,12.309696428571428,55.4746875,98.756,22.0886,138.3545,81.312,412.628,1.003,1.0,-0.75,0.25,120.65016000032426,,6.0
2014-04-24 14:00:00,0.0861111111111111,9.883447368421054,52.50378571428572,,24.64725,29.674800000000005,,,,1.0,-0.25,-0.25,40.572290910374036,1.0,4.25
2014-04-25 14:00:00,0.04943537508512754,13.725100000000001,48.57777272727274,692.2,9.5022,104.13499999999999,,,,1.0,0.0,-0.25,92.74050795085844,,4.75
2014-04-26 14:00:00,0.016927373007044846,15.553818181818183,67.71295,81.815,38.4805,209.61036363636364,,204.887,,,-0.8,0.0,162.5701017177712,1.0,5.6
2014-04-27 14:00:00,0.021908748003333565,16.28060465116279,49.30631506849315,134.96014285714287,31.1338,42.57888888888889,1.004,66.41166666666666,,1.0,-0.25,0.5,82.02604319037293,1.0,6.25
2014-04-28 14:00:00,0.14549994407948955,12.973418699186993,33.55167222222222,123.02757142857145,36.349999999999994,67.17174193548388,,20.637583333333335,2.403333333333333,1.0,0.3333333333333333,0.6666666666666666,72.12971265425624,1.0,6.666666666666667
2014-04-29 14:00:00,0.08721784634070695,19.228299999999997,47.71154922279793,414.66800000000006,7.888249999999999,58.24816666666666,,34.68325,,,-2.0,0.0,63.58910606846666,1.0,5.0
2014-04-30 14:00:00,0.03405448717948717,-2215.373324324324,161.25513725490197,253.6486,278.99899999999997,152.84666666666666,,61.288999999999994,,,-2.0,0.0,189.9031428541457,,4.666666666666667
2014-05-01 14:00:00,0.08852996334443897,15.551842105263159,117.67968181818182,118.386,14.39433333333333,95.23433333333332,,,,,-1.0,0.0,70.3295000195503,,5.0
2014-05-02 14:00:00,0.04429809458218551,43.18463157894737,42.05914285714285,166.687,81.9968,58.8805,,56.0475,,1.0,-0.75,0.75,88.40562710519573,,6.75
2014-05-03 14:00:00,0.13750000000000004,14.636568181818179,60.96002631578948,91.3932,9.292,101.61955555555556,,,,,-0.75,0.25,108.65934375673531,,6.25
