,actvalue,builtvalue,commvalue,entvalue,accvalue,offvalue,othervalue,socialvalue,travelvalue,unkvalue,utilvalue,callvalue,arovalue,valvalue,scrvalue,smsvalue,labelvalue
2014-04-01 22:00:00,0.24544672344711196,15.57036153846154,46.457962264150936,13.851666666666667,14.54225,,7.954363636363638,17.930764705882353,,,23.73285714285714,1.0,0.0,0.6666666666666666,203.19938665390015,,6.666666666666667
2014-04-02 22:00:00,0.18569903411518315,7.961370370370371,27.711870967741934,11.504272727272728,19.074,,40.45,15.2546,,,12.046000000000001,1.0,0.6,1.0,361.00640539865236,,6.6
2014-04-03 22:00:00,0.15000775417215637,20.048027777777776,20.379222222222225,9.30578947368421,,,9.051,71.27433333333333,,,41.689800000000005,1.0,0.75,0.5,98.61555556014721,,6.75
2014-04-04 22:00:00,0.22098013650868506,17.011080459770117,38.59847368421052,14.111866666666664,2.0340000000000003,55.169666666666664,15.087000000000002,,8.542333333333334,,24.904000000000003,1.0,0.5,0.5,251.54343479612584,,7.333333333333333
2014-04-05 22:00:00,0.19021514579812587,23.13374698795181,33.744772727272725,16.195444444444448,27.022499999999997,,15.460999999999999,17.041,,,13.417666666666667,1.0,0.0,0.2,303.2973599815368,,6.6
2014-04-06 22:00:00,0.14414017147045163,20.00013636363637,31.044909090909087,14.729666666666665,36.157,,11.035,55.219,,,,1.0,0.2,0.2,173.78032143626908,1.0,6.6
2014-04-07 22:00:00,0.13474790922931953,13.54152941176471,34.81742424242424,15.06377777777778,64.352,12.234,13.345315789473684,32.57177777777778,,,103.298,1.0,0.6,0.6,49.40443834866564,,7.0
2014-04-08 22:00:00,0.1718735076905992,11.885851851851852,33.032318181818184,11.533181818181818,27.095,6.1530000000000005,10.160571428571428,19.260923076923078,,,19.475250000000003,,0.2,0.6,43.484472507958884,,7.0
2014-04-09 22:00:00,0.25149651898714875,14.91657894736842,47.90971830985915,10.602933333333334,,17.883499999999998,12.488,25.398583333333335,,,56.93328571428572,1.0,0.4,0.6,105.93048672338497,1.0,7.2
2014-04-10 22:00:00,0.27900174699692104,24.592878136200717,45.122298013245036,11.536785714285715,52.84533333333332,31.898833333333332,8.7557,20.64577777777778,,,157.69583333333335,1.0,0.6,1.2,76.4362487496428,1.0,7.8
2014-04-11 22:00:00,0.18388811777060624,11.673629629629632,37.4660294117647,,,11.0345,9.031,39.177749999999996,,,,1.0,0.6,0.8,275.7457666556042,,7.0
2014-04-12 22:00:00,0.41516138251385165,18.835377777777783,33.82331578947368,13.343857142857143,32.255,7.158,12.634600000000002,28.133000000000006,,,76.8965,1.0,-0.6,1.0,157.46824529036033,1.0,6.8
2014-04-13 22:00:00,0.1195723346108526,17.89021739130435,35.69523404255319,24.359750000000002,6.018,5.664,17.015833333333333,41.64283333333333,,,35.902,,-0.8,0.0,112.16320311278103,1.0,6.2
2014-04-14 22:00:00,0.16002429421710765,13.754485714285718,25.304631578947372,4.9925,49.322,,8.031500000000001,3.006,,,36.961,1.0,0.0,0.75,52.89376313435405,,7.0
2014-04-15 22:00:00,0.14938911927539114,15.422098039215683,35.75494444444445,9.8313,51.24800000000001,13.916166666666664,11.575666666666667,8.841,,,31.913249999999998,1.0,0.0,0.5,54.57852000872295,,6.75
2014-04-16 22:00:00,0.17235823313063695,8.150041379310345,22.18111,16.642666666666667,29.135,8.527999999999999,7.153700000000001,11.015857142857143,,,25.721,,0.6,1.0,27.8234832174826,,7.0
2014-04-17 22:00:00,0.1003659495038805,276.3920704225353,51.32734285714286,49.9325,,,11.663083333333331,17.320461538461537,,,4.0205,1.0,0.2,0.8,110.63946463122517,,6.8
2014-04-18 22:00:00,0.3932002589651635,9.364878787878787,19.051142857142857,12.164,,,15.208666666666668,8.027999999999999,,,26.406333333333333,1.0,0.8,1.2,21.9994823511909,,7.8
2014-04-19 22:00:00,0.40420281065565034,12.02550909090909,26.32057142857143,117.873,,12.643285714285714,10.8846,19.326833333333337,29.156,,30.994875,1.0,1.2,1.6,38.54620001069432,,8.0
2014-04-20 22:00:00,0.16157810255897762,26.209760479041922,37.04398648648649,13.973416666666667,74.317,2.006,15.280428571428573,29.03114285714286,13.168000000000001,,10.556363636363637,1.0,0.2,0.4,68.89496520913167,1.0,6.4
2014-04-21 22:00:00,0.16840207165166765,10.096353846153846,52.31093617021277,21.986238095238097,,34.2295,25.412222222222223,24.970214285714285,,,191.436,,0.0,1.0,100.98712149958746,1.0,7.0
2014-04-22 22:00:00,0.1399305555555556,14.197544378698224,33.0921976744186,6.85625,30.798750000000002,24.195,6.587899999999999,18.547,,,156.69542857142855,1.0,0.8,1.0,44.63814483511037,1.0,7.0
2014-04-23 22:00:00,0.12048611111111111,11.661521739130434,42.7754776119403,9.867333333333333,32.102,4.008,10.757,10.0285,38.139599999999994,,123.8465,1.0,0.0,0.6666666666666666,48.085607837228224,,6.333333333333333
2014-04-24 22:00:00,0.18704077060931898,21.482058035714285,35.95489423076923,16.820868421052634,,,24.076666666666668,19.054000000000002,,,41.40457142857142,1.0,1.0,1.0,46.56843478783317,,7.0
2014-04-25 22:00:00,0.5417579244341414,10.105883597883599,27.39022480620155,28.2875,85.333,2.0084999999999997,24.283666666666672,11.265416666666667,38.5728,5.064,10.154499999999999,1.0,0.3333333333333333,1.0,42.56285377605906,1.0,7.0
2014-04-26 22:00:00,0.0888888888888889,14.687496124031007,30.05396153846154,32.562400000000004,,16.191,12.871666666666668,63.53525,,,49.8977,1.0,1.0,1.2,51.3053043484688,,7.4
2014-04-27 22:00:00,0.125,10.713060810810811,33.750416666666666,15.97888888888889,72.24600000000002,8.749181818181818,44.36046666666666,25.435,,,36.275,1.0,0.8,0.8,44.22781101361974,1.0,6.8
