,time,value
2456467,2014-03-23 11:23:59.851,14.163
2456718,2014-03-23 19:33:37.875,7.039
2457170,2014-03-24 19:09:27.477,3.016
2458878,2014-03-30 19:09:02.362,48.303999999999995
2459494,2014-04-01 12:53:03.976,35.176
2459835,2014-04-02 02:37:24.615,15.062000000000001
2459838,2014-04-02 02:37:52.746,7.028
2460214,2014-04-03 14:13:27.693,4.011
2461863,2014-04-08 01:04:31.247,9.04
2461867,2014-04-08 01:06:29.161,1.006
2462016,2014-04-08 17:34:27.663,11.073
2462020,2014-04-08 17:37:18.003,8.038
2462419,2014-04-10 01:31:56.493,2.006
2464431,2014-04-18 10:37:14.799,81.4
2464434,2014-04-18 10:39:34.539,85.56
2464564,2014-04-19 12:13:01.812,6.021
2464670,2014-04-19 23:10:17.881,10.038
2464689,2014-04-20 00:23:52.892,7.056
2465273,2014-04-22 08:34:16.987,2.009
2465343,2014-04-22 14:17:51.892,2.005
2465465,2014-04-22 20:06:51.892,4.252
2466047,2014-04-25 01:30:44.335,9.033999999999999
2466107,2014-04-25 10:26:52.012,2.0069999999999997
2466924,2014-04-27 19:49:50.796,10.091000000000001
2467082,2014-04-28 01:09:41.167,11.099
2467962,2014-05-01 00:08:46.105,23.138
