,actvalue,builtvalue,commvalue,entvalue,offvalue,othervalue,socialvalue,travelvalue,unkvalue,utilvalue,callvalue,arovalue,valvalue,scrvalue,smsvalue,labelvalue
2014-03-22 20:00:00,0.25051753861508386,22.369749999999996,33.803526041666665,40.79755555555556,,18.632,162.67106956521738,,84.36065384615387,10.600999999999999,1.0,-0.4,1.0,214.1407633792351,,7.0
2014-03-23 20:00:00,0.3601207144479708,24.432463636363636,25.13283555555556,110.49781818181815,,24.25166666666667,111.44911764705884,39.085,37.92215384615385,3.016,,-0.2,0.0,84.86974609736356,,6.0
2014-03-24 20:00:00,0.2766533218428696,21.385650602409637,23.093102040816323,194.82831034482757,,20.718,,45.72733333333334,39.310333333333325,,,-0.4,0.4,60.66920397886587,,6.0
2014-03-25 20:00:00,0.34138444781527244,12.035385416666665,43.43757396449704,457.53140909090905,,88.83430000000001,36.417249999999996,32.647999999999996,17.739,,1.0,-0.25,1.25,116.19578233606676,1.0,7.0
2014-03-26 20:00:00,0.3998931623931624,10.694446808510639,38.99006249999999,322.98699999999997,,10.945375000000002,15.102,42.16,476.9580000000001,,,0.5,1.25,68.39923577192357,,7.0
2014-03-27 20:00:00,0.31818265068265067,24.012935483870972,30.209122950819673,145.1165882352941,,7.6555,,6.021,,,,0.8,1.0,63.69080732940533,,7.0
2014-03-28 20:00:00,0.44653485204806453,16.1139649122807,24.20347321428571,43.2733125,,9.789846153846153,24.294,15.694,20.67816666666667,,,0.0,1.5,42.150613895254246,,7.0
2014-03-29 20:00:00,0.42496286393345223,20.328777777777777,15.789025,96.73352173913044,,13.0295,30.05033333333333,9.035,29.432,48.304,,0.2,1.4,36.564591149598854,,7.2
2014-03-30 20:00:00,0.40418444650587515,26.433343434343442,41.26505797101449,130.246375,,20.782000000000004,30.28788888888889,34.179,22.24066666666667,,1.0,-0.25,1.5,75.75507879546191,,7.5
2014-03-31 20:00:00,0.35156028422469426,12.536059523809522,34.52339430894309,57.89360869565217,141.805,9.179666666666666,27.90516666666667,59.922666666666665,51.58228571428572,35.176,,0.0,1.6666666666666667,60.189669943795394,,7.333333333333333
2014-04-01 20:00:00,0.58090110050857,22.16484285714286,22.96128163265306,237.079,,17.781,18.13292307692308,19.126380952380952,11.547625,11.045,1.0,0.0,1.0,46.76064556560436,1.0,7.0
2014-04-02 20:00:00,0.3792312475081092,22.709602409638553,28.162257918552037,114.47667741935484,,24.939600000000006,25.3095,51.079,23.153333333333332,4.011,,0.6666666666666666,1.0,62.11283414770917,,7.0
2014-04-03 20:00:00,0.44733438978842,12.422893129770992,59.053519736842105,177.06039999999996,,9.152,,55.262,,,1.0,1.0,1.0,72.61625118843189,1.0,7.0
2014-04-04 20:00:00,0.3989588269473483,22.249434782608695,28.955505882352938,22.935769230769232,,19.584833333333336,28.116,,6.7615,,1.0,0.6666666666666666,1.3333333333333333,42.019282750425674,,6.333333333333333
2014-04-05 20:00:00,0.3833783068783069,6.773542372881356,23.132853846153843,111.76935483870966,,17.302333333333337,19.494625,23.923000000000005,11.766333333333334,,1.0,0.2,0.4,33.24272393302684,,7.0
2014-04-06 20:00:00,0.357483250817589,15.498928571428573,27.085975,86.41889189189189,,10.790999999999999,17.8512,66.7904,23.28825,,1.0,-0.25,0.25,48.1651250064373,1.0,6.25
2014-04-07 20:00:00,0.2648189190964014,15.138243589743588,27.092543689320387,60.90190909090909,,13.244285714285718,100.98657142857142,63.9735,21.247000000000003,7.28925,1.0,0.2,0.6,47.42416110171211,,6.0
2014-04-08 20:00:00,0.34562401883830457,17.17590476190476,36.356857142857145,52.047888888888885,,13.236857142857142,87.16366666666669,,,,,-0.4,1.2,91.22157223489548,,7.4
