,actvalue,builtvalue,commvalue,entvalue,accvalue,offvalue,othervalue,socialvalue,travelvalue,unkvalue,utilvalue,callvalue,arovalue,valvalue,scrvalue,smsvalue,labelvalue
2014-04-01,0.07986111111111115,81.75496428571431,43.46714876033057,17.866783898305084,123.632,,12.819399999999998,35.699333333333335,68.59,364.752,1.0142000000000002,1.0,0.0,0.6,122.03854718073356,,7.6
2014-04-02,0.041386554621848724,76.61229411764707,21.81540625,13.547807692307694,,,13.070999999999998,33.83,,,9.876999999999999,1.0,0.2,0.0,63.44184210425934,,6.2
2014-04-03,0.18090277777777777,24.509333333333334,26.754920000000006,7.389053140096619,24.322499999999998,2.02,15.1235,69.875,43.10774285714285,40.1235,,1.0,0.0,0.6,45.33238518149765,,7.6
2014-04-04,0.07604166666666666,13.807599999999999,41.36711999999999,14.908053191489362,15.924000000000001,,10.166833333333333,166.31900000000005,25.000181818181826,,1.029,1.0,-0.75,0.75,83.28489156228949,1.0,7.25
2014-04-05,0.11562500000000002,7.578714285714286,33.95594382022472,10.228613526570049,,1.012,15.339400000000001,54.6,,,1.007,,0.0,0.75,48.795473222221645,,7.5
2014-04-06,0.13888888888888892,13.4846,34.80207228915663,17.628566502463052,51.71,4.025,7.535571428571428,65.107,,4.098,5.580500000000001,,-0.4,0.8,69.52085439209802,,6.8
2014-04-07,0.07812500000000004,17.4613,47.91672727272728,10.693851612903226,38.169,3.043,9.103142857142858,60.2318,23.2108,,,,,,62.25208141637402,,6.2
2014-04-08,0.08645833333333332,16.866769230769233,30.227666666666664,100.0865953757225,40.04775,1.032,13.1988,17.185500000000005,32.49516666666667,,,,,0.6,39.762029414083464,1.0,7.2
2014-04-09,0.034126984126984145,45.500600000000006,34.3027,16.732819672131143,23.372,,9.777999999999999,14.191,26.014,,,1.0,0.25,0.25,63.280897063367505,,6.5
2014-04-10,0.030357142857142853,12.93211111111111,31.802576923076927,12.453432432432432,,,9.6935,39.2542,,77.658,1.0095,1.0,0.75,0.0,69.63183876006832,,6.0
2014-04-11,0.11428571428571425,2.008,21.865742857142852,9.337337837837838,23.749,,9.648,,74.8635,25.55116666666667,,,0.0,0.6,139.05192497968665,,6.8
2014-04-12,0.06944444444444445,,38.71434883720931,15.921513888888889,,,10.5504,,,,19.699333333333335,1.0,0.0,0.8,74.77797368953102,,7.0
2014-04-13,0.1722222222222222,6.0935,31.4660625,4.89075,,,5.069333333333334,,51.380125,,1.008,,-0.8,,45.068370359915264,1.0,6.0
2014-04-14,0.08333333333333319,25.161,15.557166666666669,12.376153846153846,,2.5145,12.7395,,38.86,,,1.0,-0.2,-0.2,26.554483875151604,1.0,5.8
2014-04-15,0.08854166666666669,40.221666666666664,20.53903448275862,15.799954545454545,148.776,,5.6385000000000005,,,,,1.0,0.0,0.0,46.15120511788587,1.0,6.0
2014-04-16,0.015584415584415586,5.060499999999999,32.854875,18.238782608695654,,,29.612,,,,,,-0.5,-0.25,53.52563639120622,,5.5
2014-04-17,0.11045653907496016,7.898999999999999,34.27127027027027,6.791645833333334,36.512,,8.06475,,6.146285714285716,30.328200000000002,1.702333333333333,1.0,0.0,0.75,40.95274074872333,1.0,7.0
2014-04-18,0.11473829201101932,26.0182,18.44625,16.359252747252746,20.05475,36.176,12.053,19.0585,22.127,,1.5054999999999998,1.0,-1.2,0.6,51.394826090854146,1.0,6.6
2014-04-19,0.11314935064935065,2.6314,44.79376470588235,9.423338709677418,,4.0280000000000005,10.4015,18.238,158.462,,,,0.25,1.0,59.2649062201381,,8.0
2014-04-20,0.04154829545454543,2.012,41.36833333333333,8.358799999999999,,,,267.892,20.442666666666668,,,,0.0,0.25,22.162157912003366,,6.25
2014-04-21,0.015309343434343441,33.363,13.355799999999999,22.195279999999997,32.886,,8.1695,,,108.031,1.1025,1.0,,0.5,56.54226665496824,,6.5
2014-04-22,0.06439393939393938,45.241611111111105,43.99589473684211,32.43034090909091,,,,26.468000000000004,,,,1.0,-0.2,0.4,137.49463155395097,,6.6
2014-04-23,0.03922032828282828,90.0813333333333,45.00705882352941,25.54068085106383,71.327,,23.765,28.135,,30.26,,1.0,-0.3333333333333333,0.3333333333333333,117.01175998687744,1.0,6.333333333333333
2014-04-24,0.042032828282828276,7.7973333333333334,25.248250000000002,10.060595238095239,,,7.085,,4.024,,,1.0,0.2,1.0,33.21030433281608,,7.2
2014-04-25,0.11581439393939394,4.023,23.009571428571427,13.952114285714286,47.889,,8.504333333333333,,,17.815,,,0.25,1.0,34.15554056296477,,7.25
2014-04-26,0.1102693602693603,14.9464,45.72704347826088,6.129090909090909,67.75166666666667,,12.924999999999999,8.226,,,,,0.0,1.0,59.91150000095367,,8.0
