,actvalue,builtvalue,commvalue,entvalue,accvalue,offvalue,othervalue,socialvalue,travelvalue,unkvalue,utilvalue,callvalue,arovalue,valvalue,scrvalue,smsvalue,labelvalue
2014-03-22,0.06284722222222221,21.29428571428571,41.3393076923077,28.613447204968942,,4.436333333333334,18.378875,61.284000000000006,64.43900000000001,,1.003,,0.0,0.6666666666666666,52.87911236687992,,7.0
2014-03-23,0.033333333333333305,15.75021052631579,39.8471625,201.89688202247194,,,11.399833333333333,18.333,38.7176,,1.0179999999999998,,0.75,0.25,96.76054053693208,1.0,6.75
2014-03-24,0.07916666666666668,8.608285714285715,36.64884883720931,6.066676136363637,10.8984,2.0454999999999997,13.938833333333335,50.17527777777778,20.879083333333334,29.518363636363635,6.888999999999999,,0.5,0.5,55.42041122133487,,7.25
2014-03-25,0.025694444444444447,23.40157142857143,24.172350000000005,19.25284541062802,21.224,5.128,12.063333333333333,20.49983333333334,32.474000000000004,,1.0053333333333334,1.0,0.4,-0.2,71.40785149772566,,6.2
2014-03-26,0.08631557618626584,34.7465,25.951396551724137,19.27972727272727,61.349,1.004,11.72825,28.98609090909091,,,18.999750000000002,1.0,0.5,0.75,111.06528571673806,1.0,7.75
2014-03-27,0.027083333333333348,30.08314285714286,30.40969230769231,20.854700854700855,,,16.103666666666665,83.60283333333335,1.01,22.4956,,1.0,-0.4,0.8,65.14721873402596,,7.8
2014-03-28,0.07977843915343912,25.498549999999998,36.69391666666667,33.128576470588236,28.035500000000006,2.032,35.12828571428571,36.714875,54.65383333333333,5.730666666666667,17.743000000000002,1.0,-0.25,1.0,132.49979749208768,,8.25
2014-03-29,0.08229166666666668,22.745599999999996,35.13356565656566,16.157045918367345,,,12.7778,62.949000000000005,39.4255,,1.621,1.0,-0.4,1.0,81.7062717287437,,8.0
2014-03-30,0.11195652173913047,106.46253846153846,44.221784810126586,14.575954128440367,21.601,,10.453750000000001,44.71754545454546,,,1.3536666666666666,1.0,-1.0,1.0,77.40438391906875,1.0,7.75
2014-03-31,0.08333333333333336,36.669117647058826,37.79334831460674,12.587890909090905,32.42733333333333,4.1,8.2515,10.145,21.347518518518516,,1.3476666666666663,1.0,-0.2,0.2,64.23495282542031,,7.0
