,time,value
1552425,2014-04-13 12:57:09.434,12.165
1552431,2014-04-13 12:58:25.706,4.024
1552434,2014-04-13 12:58:44.967,37.443000000000005
1552437,2014-04-13 12:59:56.900,14.107999999999999
1552455,2014-04-13 15:10:34.188,7.068
1552536,2014-04-13 18:00:06.115,9.03
1552577,2014-04-13 21:10:35.680,8.116
1552590,2014-04-14 09:19:33.993,11.109000000000002
1552647,2014-04-14 12:56:14.546,16.157
1552691,2014-04-14 15:13:56.969,7.061
1552715,2014-04-14 18:19:13.980,6.021
1552767,2014-04-14 21:24:12.046,6.015
1552799,2014-04-15 09:02:06.700,14.099
1552839,2014-04-15 12:45:28.102,11.050999999999998
1552848,2014-04-15 14:59:21.125,10.087
1552907,2014-04-15 18:10:31.210,6.061
1553001,2014-04-15 21:43:16.632,16.104
1553032,2014-04-16 09:48:40.335,11.107000000000001
1553037,2014-04-16 13:05:24.397,8.055
1553044,2014-04-16 16:27:47.795,10.044
1553056,2014-04-16 18:13:00.575,6.062
1553079,2014-04-16 20:02:19.993,22.105
1553081,2014-04-16 20:03:24.552,1.006
1553085,2014-04-16 21:10:41.345,7.025
1553152,2014-04-17 09:47:47.644,7.025
1553160,2014-04-17 13:08:26.075,9.051
1553170,2014-04-17 16:25:55.723,5.0280000000000005
1553192,2014-04-17 18:40:04.165,14.126
1553241,2014-04-17 21:32:24.645,7.035
1553401,2014-04-18 09:32:42.447,8.099
1553435,2014-04-18 12:33:54.573,12.171
1553447,2014-04-18 15:40:28.780,11.289000000000001
1553478,2014-04-18 17:58:50.065,12.104000000000001
1553561,2014-04-18 21:14:19.367,10.061
1553680,2014-04-19 09:30:11.861,8.116
1553691,2014-04-19 13:28:22.368,7.058
1553701,2014-04-19 16:06:46.016,10.155
1553757,2014-04-19 18:11:28.921,10.088
1553783,2014-04-19 20:55:41.257,7.042999999999999
1553792,2014-04-20 09:32:10.243,21.156
1553841,2014-04-20 12:17:51.088,7.14
1553867,2014-04-20 14:55:39.565,6.142
1553901,2014-04-20 18:10:40.983,21.263
1553925,2014-04-20 21:43:35.371,7.752999999999999
1553954,2014-04-21 09:54:43.776,9.112
1553957,2014-04-21 12:59:09.118,7.029
1553963,2014-04-21 15:25:45.483,6.029
1554006,2014-04-21 18:12:44.921,10.046
1554065,2014-04-21 20:55:51.239,10.211
1554165,2014-04-22 09:15:39.796,12.082
1554208,2014-04-22 12:03:00.105,8.022
1554230,2014-04-22 15:17:31.720,10.072000000000001
1554270,2014-04-22 18:03:15.579,9.026
1554377,2014-04-22 21:37:14.279,7.0489999999999995
1554513,2014-04-23 09:12:17.417,17.073
1554547,2014-04-23 11:55:39.211,11.195
1554580,2014-04-23 15:20:54.668,10.064
1554624,2014-04-23 17:55:47.187,9.094
1554663,2014-04-23 21:25:07.240,14.392999999999999
1554743,2014-04-24 09:51:28.180,6.15
1554748,2014-04-24 12:44:47.240,6.013999999999999
1554769,2014-04-24 15:01:56.542,8.129
1554796,2014-04-24 18:10:39.025,9.06
1554926,2014-04-24 21:16:56.828,10.31
1555030,2014-04-25 09:00:10.233,10.033
1555061,2014-04-25 12:31:56.765,11.298
1555088,2014-04-25 15:17:50.082,17.082
1555184,2014-04-25 18:01:45.963,7.047999999999999
1555284,2014-04-25 21:10:32.279,8.246
1555454,2014-04-26 09:35:53.407,7.087000000000001
1555513,2014-04-26 12:35:52.536,6.292999999999999
1555557,2014-04-26 16:46:27.326,6.042000000000001
1555603,2014-04-26 20:36:48.180,8.185
1555641,2014-04-26 21:12:13.378,6.125
1555687,2014-04-27 09:31:54.841,16.172
1555694,2014-04-27 14:04:23.039,10.191
1555703,2014-04-27 15:32:18.867,7.02
1555754,2014-04-27 19:08:33.303,9.044
1555773,2014-04-27 21:49:03.375,15.155
1555805,2014-04-28 09:09:35.569,6.1129999999999995
1555816,2014-04-28 12:46:11.476,7.065
1555826,2014-04-28 15:20:27.338,11.107999999999999
1555854,2014-04-28 19:28:57.015,10.081
1555957,2014-04-28 21:04:25.469,8.101
1556023,2014-04-29 09:35:22.750,12.061
1556059,2014-04-29 12:19:08.805,15.1
1556089,2014-04-29 15:31:01.756,8.125
1556125,2014-04-29 18:51:19.187,12.155999999999999
1556151,2014-04-29 21:17:12.937,11.312000000000001
1556210,2014-04-30 09:49:53.986,7.192
1556217,2014-04-30 13:06:58.430,11.258
1556231,2014-04-30 16:27:50.017,6.132000000000001
1556250,2014-04-30 18:04:25.908,13.147
1556387,2014-04-30 21:20:20.861,8.051
1556472,2014-05-01 09:47:05.759,9.086
1556479,2014-05-01 12:56:39.963,6.058
1556502,2014-05-01 16:31:19.996,6.035
1556564,2014-05-01 18:05:39.681,6.0329999999999995
1556683,2014-05-01 21:47:56.279,8.119
1556739,2014-05-02 09:38:08.923,8.073
1556773,2014-05-02 13:05:48.217,13.208
1556817,2014-05-02 15:34:14.479,9.036
1556840,2014-05-02 18:19:12.177,11.112
1556881,2014-05-02 21:51:26.513,9.111
1556900,2014-05-03 09:37:40.612,13.168
1556959,2014-05-03 12:19:52.161,8.038
1556997,2014-05-03 15:04:31.891,6.07
1557023,2014-05-03 18:49:36.736,10.257
1557031,2014-05-03 21:28:21.671,8.056000000000001
1557061,2014-05-04 10:25:45.142,14.071
1557077,2014-05-04 12:11:25.345,8.094
1557096,2014-05-04 15:31:54.839,15.1
1557124,2014-05-04 18:18:37.901,10.054
1557149,2014-05-04 21:37:27.141,9.04
1557173,2014-05-05 09:49:35.250,6.127000000000001
1557178,2014-05-05 13:04:24.289,9.067
1557192,2014-05-05 16:28:01.822,8.211
1557206,2014-05-05 18:10:24.801,7.044
1557534,2014-05-07 10:01:35.309,6.015
1557539,2014-05-07 13:00:25.921,6.131
1557557,2014-05-07 16:54:30.181,6.047000000000001
1557594,2014-05-07 19:03:03.428,7.117000000000001
1557612,2014-05-07 21:03:48.325,6.027
1557648,2014-05-08 09:52:59.102,9.232000000000001
1557661,2014-05-08 13:15:36.279,6.1339999999999995
1557674,2014-05-08 16:20:00.115,6.025
1557758,2014-05-08 18:06:35.627,7.117999999999999
1557915,2014-05-08 21:18:56.066,7.0489999999999995
1558056,2014-05-09 09:04:06.088,9.023
1558127,2014-05-09 12:49:20.062,12.102
1558176,2014-05-09 15:35:01.263,9.106
1558240,2014-05-09 18:19:43.043,18.066
1558286,2014-05-09 21:09:34.400,16.162
1558339,2014-05-10 09:16:58.677,11.880999999999998
1558398,2014-05-10 12:34:05.895,6.117000000000001
1558487,2014-05-10 15:56:15.858,5.022
1558508,2014-05-10 18:20:40.345,7.06
1558555,2014-05-10 21:03:53.733,20.070999999999998
1558558,2014-05-10 21:05:05.101,5.0280000000000005
1558626,2014-05-11 10:58:33.232,9.187000000000001
1558635,2014-05-11 12:20:38.411,8.032
1558711,2014-05-11 15:03:57.234,7.067
1558779,2014-05-11 18:56:19.246,12.27
1558826,2014-05-11 21:03:48.559,7.047000000000001
1558867,2014-05-12 09:43:07.760,6.055
1558923,2014-05-12 12:18:55.269,6.086
1558983,2014-05-12 15:08:13.740,7.056
1559058,2014-05-12 18:18:56.075,6.29
1559113,2014-05-12 21:03:49.335,6.05
1559209,2014-05-13 09:29:27.015,7.037000000000001
1559241,2014-05-13 12:29:29.874,5.303999999999999
1559331,2014-05-13 15:10:32.736,8.071
1559361,2014-05-13 18:22:08.940,6.0489999999999995
1559468,2014-05-13 21:11:12.036,7.235
1559550,2014-05-14 09:56:03.851,7.029
1559558,2014-05-14 12:55:11.671,8.023
1559579,2014-05-14 15:55:58.325,5.0360000000000005
1559601,2014-05-14 18:10:54.085,6.037000000000001
1559644,2014-05-14 21:23:12.686,7.112
1559710,2014-05-15 09:46:45.131,6.153
1559721,2014-05-15 12:44:29.306,6.037999999999999
1559758,2014-05-15 16:27:01.226,5.08
1559785,2014-05-15 18:12:30.440,6.018
1559940,2014-05-15 21:18:53.750,6.077999999999999
1560044,2014-05-16 09:10:41.055,8.076
1560074,2014-05-16 13:20:35.015,9.073
1560112,2014-05-16 15:04:05.973,6.047999999999999
1560183,2014-05-16 18:18:55.109,7.077000000000001
1560243,2014-05-16 21:03:53.707,9.036
1560389,2014-05-17 10:07:21.290,11.042
1560417,2014-05-17 12:48:42.107,7.348
1560453,2014-05-17 15:03:54.361,9.087
1560550,2014-05-17 18:19:51.612,6.017
1560561,2014-05-17 21:24:42.947,6.072
1560585,2014-05-18 09:48:22.999,12.116
1560604,2014-05-18 12:13:45.766,8.027000000000001
1560632,2014-05-18 16:22:41.582,9.07
1560662,2014-05-18 18:18:20.111,9.168
1560739,2014-05-18 21:04:38.898,6.077999999999999
1560771,2014-05-19 10:53:10.878,13.048
