,actvalue,builtvalue,commvalue,entvalue,offvalue,othervalue,socialvalue,travelvalue,unkvalue,utilvalue,callvalue,arovalue,valvalue,scrvalue,smsvalue,labelvalue
2014-03-17 18:00:00,0.012399307518371969,3.3842499999999998,14.830578947368425,,,6.776000000000001,532.9035384615386,,,,,-0.6,0.6,57.15966664420229,,6.0
2014-03-18 18:00:00,0.05529114140354696,5.0018,30.205083333333334,24.180142857142858,,7.390571428571428,33.22938461538461,,,8.043,1.0,0.2,0.8,50.0278610918257,,7.0
2014-03-19 18:00:00,0.08099473153467716,405.46383333333347,32.73947619047619,,,8.241857142857143,58.787749999999996,,,10.153,,-0.2,0.6,52.11643330256144,1.0,6.2
2014-03-20 18:00:00,0.009983969031319338,15.475777777777779,53.080326086956525,,,6.53425,28.613555555555557,,,16.105333333333334,,-0.2,0.8,51.717403508069225,,6.8
2014-03-21 18:00:00,0.02155695611577965,19.909,8.258083333333333,,,7.170571428571429,36.40577777777778,,,,,-0.6,1.0,29.827363631942035,1.0,6.8
2014-03-22 18:00:00,0.022558444752601863,5.312058823529412,165.7190357142857,,,37.43477777777778,65.71560000000001,50.596666666666664,,19.705199999999998,1.0,-0.5,0.6666666666666666,45.0611795034164,,6.666666666666667
2014-03-23 18:00:00,0.06417823617938466,2.1215,16.232444444444443,,,471.883375,38.65854166666667,36.532999999999994,,6.029,,-0.25,1.0,41.521076908478385,,7.0
2014-03-24 18:00:00,0.010568880329909741,2.4783999999999997,8.908111111111111,,,6.824428571428572,41.25644827586207,,,5.034,,-0.4,1.0,49.78640741772122,,7.0
2014-03-25 18:00:00,0.09522594991797016,11.645156250000001,38.23513559322034,67.173,161.499,7.153333333333332,25.427149999999997,,,11.029000000000002,,-0.6,0.4,35.80562296460887,1.0,6.4
2014-03-26 18:00:00,0.045286860701880496,10.145833333333332,13.331900000000001,,,8.388000000000002,37.87629411764706,,,,,-0.4,0.6,40.85514283180239,1.0,6.2
2014-03-27 18:00:00,0.06017135523411346,17.74539583333333,40.18314062499999,,,6.620374999999999,91.830875,,47.83709090909092,12.025,1.0,0.2,0.6,46.95000000967497,1.0,6.8
2014-03-28 18:00:00,0.016083967370732057,7.982454545454545,24.5458,,,7.498,22.174928571428577,,,,,0.0,0.8,44.09525004029272,1.0,6.8
2014-03-29 18:00:00,0.08520924588991127,8.443,10.978814814814815,16.22225,,8.080428571428572,43.70808333333334,,,,,-0.2,1.0,38.19333329907168,1.0,7.6
2014-03-30 18:00:00,0.08131439436514182,,23.178234042553196,3.5075,,7.489714285714285,28.859666666666662,,,14.035,,0.2,1.0,45.83394443326525,,7.2
2014-03-31 18:00:00,0.05489466619981323,3.271,14.526766666666667,13.169,,7.0081428571428575,42.026666666666664,,,,,-1.0,1.0,40.09161906015305,,7.2
2014-04-01 18:00:00,0.012179487179487176,8.9468,78.40072222222221,11.513124999999999,,5.5282,46.680749999999996,,,3.005,,-0.6,1.0,58.22061293355882,,7.0
2014-04-02 18:00:00,0.08118428370987103,5.0285,19.6685737704918,19.154,,6.857500000000001,18.730481481481483,,,15.665500000000002,,-0.25,1.0,31.82125860658185,,6.75
2014-04-03 18:00:00,0.005196948998178504,8.509913043478262,54.15939534883721,,,8.1135,36.85080000000001,,,16.152333333333335,1.0,-0.6666666666666666,1.0,65.31066666709057,,6.666666666666667
2014-04-04 18:00:00,0.043575189299853996,3.0410000000000004,16.63654838709677,,,5.503375,72.0757619047619,,,,,0.6,1.2,38.22086668014528,,7.4
2014-04-05 18:00:00,0.11699315999036564,10.667142857142858,34.20582608695652,42.412,,7.0249999999999995,29.023000000000003,,,9.370666666666667,,,,81.72029167413713,,7.8
2014-04-06 18:00:00,0.10160067974646686,11.558310344827587,13.125620000000001,25.073999999999998,,5.347230769230769,21.629975,,7.028,,1.0,0.2,1.2,27.947208331690902,1.0,7.2
2014-04-07 18:00:00,0.05172907960998608,3.555272727272728,42.76788333333332,158.72250000000003,,6.9510000000000005,37.700210526315786,,,,,-0.25,0.5,68.44960655540713,,6.5
2014-04-08 18:00:00,0.045075757575757595,9.498769230769229,38.908833333333334,72.012,,711.6718,82.49664000000003,,,12.404333333333334,,0.0,1.0,61.85929412701551,,7.0
2014-04-09 18:00:00,0.097905907370837,4.139,46.2697840909091,230.726,,28.371,15.36307843137255,,,19.777,,0.4,0.6,68.37018420821742,,6.4
2014-04-10 18:00:00,0.15026163711984725,4.445199999999999,21.004037037037037,12.045,,5.830000000000001,28.001702702702705,,,5.5195,,1.2,1.4,45.56344738132077,,8.0
2014-04-11 18:00:00,0.05952888070099436,3.823571428571429,90.532,20.102,,4.11975,34.42166666666666,,,,1.0,0.4,1.0,27.502264724058264,,7.4
2014-04-12 18:00:00,0.004799887683602888,2.715666666666667,19.148709677419358,73.85433333333334,,20.534444444444446,27.527285714285718,,,5.043,,0.0,1.0,66.71016665299734,,7.2
2014-04-13 18:00:00,0.06520241605776717,3.3009,38.79256521739131,81.273,45.24100000000001,6.002909090909091,101.39717142857143,,,7.84825,,0.2,0.8,58.45123637806287,,7.2
2014-04-14 18:00:00,0.03518046847788226,12.73404761904762,12.12051851851852,36.189,,13.658750000000001,40.68952631578947,,,,,-0.2,0.6,39.95465789343183,,6.2
2014-04-15 18:00:00,0.06929180085882986,10.225235294117647,74.06980645161289,11.229,48.299,7.059142857142858,42.732076923076924,,,6.051666666666667,,-1.0,0.6,100.92632256784755,,6.4
2014-04-16 18:00:00,0.07897551307430363,6.257700000000002,25.53952727272727,68.81450000000001,,22.972375000000003,21.999357142857143,185.81116666666665,,6.091,,-0.8,0.8,75.09427081545192,,6.4
2014-04-17 18:00:00,0.05819672222888559,3.0835,14.2001,3.5439999999999996,,7.337666666666666,29.779000000000003,,,,,-1.2,1.0,41.343636350198196,,6.6
2014-04-18 18:00:00,0.03616484483746824,3.6282727272727273,14.993142857142857,30.7,,7.528333333333334,53.28581818181819,,,,,1.4,0.6,47.23226311332302,,6.8
2014-04-19 18:00:00,0.015723401429537338,135.51073684210527,44.759812499999995,40.1414,,7.211333333333333,61.963433333333334,,19.729,11.0485,,-0.6,1.2,101.30899998119914,,7.2
2014-04-20 18:00:00,0.01820749307091818,5.802176470588235,41.58371428571429,437.264,5.032,6.692,170.66021874999998,,,6.026,,-1.2,0.6,76.24633330769012,,5.8
2014-04-21 18:00:00,0.0878420162095242,17.352666666666668,25.05458823529412,21.094,,6.567285714285714,33.39826086956521,,,,,-0.8,0.6,50.66940738536692,,6.6
2014-04-22 18:00:00,0.09474228741163952,11.899692307692309,19.491555555555554,,,7.735833333333333,42.4068125,,,,,0.0,0.0,41.310895850261055,,5.2
2014-04-23 18:00:00,0.11122667832750295,3.88375,28.363716981132075,27.632,,40.511571428571436,36.68405263157894,,,,,0.2,1.0,52.417577759424844,,6.6
2014-04-24 18:00:00,0.06556395584549608,9.246111111111112,573.9530588235293,,,8.3435,32.03370588235294,,,,,0.0,0.75,64.17706252634528,,6.25
2014-04-25 18:00:00,0.058702956989247344,16.611411764705878,47.395785714285715,,163.344,6.902166666666667,58.829571428571434,,,,,0.0,,74.47175003290178,,6.2
2014-04-26 18:00:00,0.0034767121647509597,12.921375,48.7623125,,,7.55325,55.117461538461534,,,,,-1.2,0.8,123.63833334048589,1.0,6.0
2014-04-27 18:00:00,0.0127038043478261,21.529,8.830769230769231,835.74,,11.716333333333333,44.59311111111111,,,,,-0.8,0.6,96.58940000534056,,6.2
2014-04-28 18:00:00,0.030981559290382817,16.596,25.806250000000002,56.86566666666666,,7.513285714285714,43.03333333333333,,,,,-0.2,0.2,66.95945835113525,,5.2
2014-04-29 18:00:00,0.015387926003734828,2.833222222222222,17.81664516129032,49.973,,7.8536,50.7928125,,,,,-0.4,0.8,57.056692270132196,,6.4
2014-04-30 18:00:00,0.04589311299232338,11.838899999999999,475.37934615384614,395.43019999999996,,10.36525,27.765642857142858,,,101.276,,-0.2,1.2,259.24751611678795,,7.4
2014-05-01 18:00:00,0.18184680746986448,5.4348,21.20061538461539,29.418000000000006,,8.883166666666666,44.510999999999996,,,,,0.0,0.8,65.49715792505364,,6.8
2014-05-02 18:00:00,0.14337742718276716,4.244777777777777,46.110851851851855,,,6.112333333333333,44.7815,,6.0710000000000015,9.436,,-0.4,1.0,38.95317647036383,,7.2
2014-05-03 18:00:00,0.1418528043401269,9.314124999999999,17.455333333333336,,,8.347999999999999,27.872133333333334,,103.91899999999998,9.539,1.0,0.6,1.0,52.797181837486484,,7.6
2014-05-04 18:00:00,0.004924242424242428,,10.904333333333332,,,6.214666666666667,102.46516666666668,,,,,-0.8,1.0,58.52719998359682,,6.4
