,actvalue,builtvalue,commvalue,entvalue,accvalue,offvalue,othervalue,socialvalue,travelvalue,utilvalue,callvalue,arovalue,valvalue,scrvalue,smsvalue,labelvalue
2014-04-29 11:00:00,0.1903161054535326,32.04702298850575,29.257775000000002,64.79367647058822,68.332,9.548861878453039,9.8488,64.08254901960784,21.5375,,,0.6,0.8,81.63945998986561,1.0,7.8
2014-04-30 11:00:00,0.11227942476463076,7.3229729729729724,50.583650000000006,49.724500000000006,,21.877460000000006,10.4586,96.018,,,1.0,-0.6,0.0,85.14761319475353,1.0,7.6
2014-05-01 11:00:00,0.23223379099956235,11.023029411764707,25.73654945054945,,,5.832954128440365,7.033250000000001,38.64653846153846,52.666,1.1495,,0.25,0.5,45.82079807382364,1.0,7.75
2014-05-02 11:00:00,0.246613577813759,24.33811666666667,19.30285185185185,17.1585,,8.721359999999999,14.052,13.737285714285715,,,,1.0,1.0,29.33755435373472,1.0,8.0
2014-05-03 11:00:00,0.41061318383375056,22.500033333333338,33.35393333333333,,,120.74579999999997,6.047999999999999,26.394333333333332,,,,-1.0,1.0,35.180416663487755,1.0,9.0
2014-05-04 11:00:00,0.179223569103928,16.501842105263155,34.07017391304348,,,77.38245945945945,10.045,192.0105,,,1.0,-1.5,0.5,41.02601786170687,1.0,6.5
2014-05-05 11:00:00,0.2587986460767402,9.929451612903225,33.510848101265815,,,12.177830769230768,16.539,107.23091666666666,30.24336363636364,,1.0,0.5,1.0,113.96347761154175,1.0,8.0
2014-05-06 11:00:00,0.07927710500953586,9.8882,29.624840909090903,,,12.052790697674418,6.0215,58.41631666666667,,,,-1.0,1.0,73.90458572251457,,7.0
2014-05-07 11:00:00,0.04470607823071986,4.14,25.61992307692308,13.125,,5.071254901960785,124.00212500000002,32.34603125,,,,0.2,0.8,46.14592425389725,,8.0
2014-05-08 11:00:00,0.08773970479719796,7.486193548387098,44.53559615384615,,21.777666666666665,15.31540650406504,110.30366666666669,52.62030882352942,,,1.0,0.0,1.0,106.80703962911477,1.0,7.8
2014-05-09 11:00:00,0.05600120041129399,16.64816666666667,94.54078181818181,213.61866666666666,,3.96508,4.6662,106.6388918918919,,,,-0.6,0.4,174.01860320000432,,7.2
2014-05-10 11:00:00,0.11853500334719676,6.812173076923078,59.31734328358209,28.157,,8.640060240963855,19.201090909090908,78.54515957446809,,1.5470000000000002,1.0,-0.2,0.4,110.91365383985715,1.0,7.0
2014-05-11 11:00:00,0.03742044458623348,6.4436944444444455,32.97771153846154,,,5.975670103092784,9.242799999999999,99.30992982456141,53.644,,,-0.2,0.4,103.50272152695473,,7.0
2014-05-12 11:00:00,0.16585396618624326,11.12003125,45.244888198757764,53.615,,4.781683962264151,84.60316666666667,52.133376344086024,10.643,,,-0.2,1.0,88.89292073395194,1.0,7.8
2014-05-13 11:00:00,0.13823824266548732,6.72812962962963,50.04709090909091,26.6235,,5.283748091603054,10.59325,78.35186046511627,,14.11,1.0,0.8,0.6,103.85989108652171,1.0,8.0
