,actvalue,builtvalue,commvalue,entvalue,accvalue,offvalue,othervalue,socialvalue,travelvalue,unkvalue,utilvalue,callvalue,arovalue,valvalue,scrvalue,smsvalue,labelvalue
2014-03-20 19:00:00,0.10311512459964008,285.0730588235294,118.2382909090909,205.71725000000004,,,17.82575,73.15750000000001,,,,,1.0,1.0,111.47946550106174,,7.666666666666667
2014-03-21 19:00:00,0.172008865294633,6.95946875,62.85258441558442,277.75966666666665,,9.8412,8.612666666666666,53.66582608695653,36.168,,,,0.3333333333333333,0.8333333333333334,73.29428000768021,,7.166666666666667
2014-03-22 19:00:00,0.14987196910489534,78.05422448979593,116.6613448275862,123.36513333333333,,,22.537666666666667,62.226631578947384,18.962500000000002,,17.125999999999998,,0.8,0.8,74.85333332939757,,7.4
2014-03-23 19:00:00,0.17305689966782775,9.113495652173917,35.5960826446281,72.65028571428572,,,7.237399999999999,55.960181818181816,35.36668181818182,,14.046333333333335,1.0,0.6666666666666666,0.6666666666666666,92.12093103343047,1.0,7.0
2014-03-24 19:00:00,0.058986045421480476,4.008225806451613,33.7640303030303,179.1651,,269.322,6.27225,51.902058823529416,,,,,0.75,1.0,68.63151218251483,,7.75
2014-03-25 19:00:00,0.06501433848193211,6.559923076923076,25.012983050847453,168.57299999999995,,,8.835399999999998,36.62446511627907,,,4.933,,0.0,0.8,74.94642858845855,,7.0
2014-03-26 19:00:00,0.09811410675381256,5.226000000000001,86.89181034482758,179.03538888888886,,,18.65083333333333,27.804,40.6705,,21.36275,1.0,0.4,0.6,88.22467859302249,,7.2
2014-03-27 19:00:00,0.18210631127123036,6.4505476190476205,50.09553012048193,123.635375,,,18.574199999999998,42.631484848484845,20.49690476190476,,,1.0,0.75,1.0,105.67179787412596,,7.5
2014-03-28 19:00:00,0.21496863575938843,4.289047169811321,26.00418,280.05699999999996,,30.121,21.352571428571427,37.88544827586207,70.253,,,1.0,0.4,0.6,45.59008851937488,,6.6
2014-03-29 19:00:00,0.11543770322122764,7.154591836734694,14.150342857142855,,21.08,,8.8225,45.217153846153856,11.381272727272728,,,,1.0,1.0,37.69085713227591,1.0,7.75
2014-03-30 19:00:00,0.09729160732089442,6.251788732394366,21.552340000000004,65.26599999999999,,,39.032,175.99428571428572,481.1146470588235,,26.271,,0.75,1.0,68.18542374998836,,7.5
2014-03-31 19:00:00,0.11407271241830069,8.17788429752066,45.446870967741944,150.4314666666666,,60.74846153846154,37.992,49.73848148148149,48.034,,4.6585,1.0,0.4,1.0,66.73550468293305,1.0,7.2
2014-04-01 19:00:00,0.1127814744563566,11.078137614678901,28.74808571428572,99.61455555555557,,55.59799999999999,21.21311111111111,63.59541176470589,14.545000000000002,,11.867666666666667,1.0,0.25,0.75,75.66929884614612,,7.5
2014-04-02 19:00:00,0.12625491580813117,15.474989130434778,30.562111111111108,134.62315789473683,,,8.4458,41.74005555555556,18.366000000000003,,20.074,1.0,0.2,1.0,85.605583344187,1.0,7.2
2014-04-03 19:00:00,0.09485294117647057,4.464348484848485,24.99856818181818,171.0296153846154,,27.1685,24.26577777777778,41.369,,,,1.0,-0.75,0.75,89.11377779642741,1.0,7.25
2014-04-04 19:00:00,0.19882700608491996,4.435087719298245,22.13804761904762,194.628,,24.482500000000005,6.6735,58.3815,5.411,,,1.0,0.16666666666666666,1.0,61.83265716688974,1.0,7.0
2014-04-05 19:00:00,0.10266186875160359,4.373418604651163,54.732531249999994,303.9441666666667,,,11.651125,41.78507142857143,5.021,,,1.0,0.0,1.0,102.7879755962186,1.0,6.666666666666667
