,time,value
2711381,2014-04-08 12:57:37.121,10.147
2711580,2014-04-08 18:25:01.575,3.029
2711679,2014-04-09 08:39:40.140,51.726000000000006
2712180,2014-04-10 23:44:23.496,21.103
2712539,2014-04-13 10:40:17.638,12.054
2712586,2014-04-13 11:36:27.088,41.606
2712763,2014-04-14 15:57:35.266,7.031000000000001
2712882,2014-04-15 06:52:34.548,33.173
2713088,2014-04-16 08:44:21.322,5.033
2714305,2014-04-20 01:22:20.227,13.036
2714450,2014-04-20 21:08:58.339,39.563
2714610,2014-04-21 13:09:52.017,25.468000000000004
2714731,2014-04-21 17:35:08.315,26.087
2715398,2014-04-23 18:39:50.009,9.127
2715470,2014-04-24 07:59:17.221,38.19
2715807,2014-04-24 23:35:20.188,3.1069999999999998
2715823,2014-04-25 00:04:26.017,47.906000000000006
2715847,2014-04-25 07:52:19.519,16.07
2715972,2014-04-25 17:41:14.323,25.236
2716411,2014-04-28 08:15:00.513,20.151
2716413,2014-04-28 08:15:21.671,1.003
2716531,2014-04-28 10:53:27.053,7.027
2716865,2014-04-29 09:09:17.137,1.649
2716866,2014-04-29 09:09:37.262,12.055
2716868,2014-04-29 09:09:53.135,4.091
2717212,2014-04-30 09:24:37.230,5.067
2717869,2014-05-01 22:48:07.157,15.079
2718307,2014-05-04 00:35:22.142,41.287
2718617,2014-05-05 06:32:53.158,16.079
2718903,2014-05-06 13:04:33.367,12.202
2718905,2014-05-06 13:04:48.592,40.032
2719141,2014-05-07 08:32:46.069,6.024
2719400,2014-05-08 07:46:20.190,13.110999999999999
