,acc_phone_x,acc_phone_y,acc_phone_z,prox_phone_distance,labelonLaptop,labelonTable,labelwalking
2020-06-05 11:44:25.500009984,,,,,0,0,0
2020-06-05 11:44:25.750009984,,,,,0,0,0
2020-06-05 11:44:26.000009984,,,,,0,0,0
2020-06-05 11:44:26.250009984,,,,,0,0,0
2020-06-05 11:44:26.500009984,,,,,0,0,0
2020-06-05 11:44:26.750009984,-0.2358288616,0.3196259141,9.88805294,,0,1,0
2020-06-05 11:44:27.000009984,-0.23034115578146291,0.31416579830541086,9.901016050952906,8.0,0,1,0
2020-06-05 11:44:27.250009984,,,,,0,1,0
2020-06-05 11:44:27.500009984,,,,,0,1,0
2020-06-05 11:44:27.750009984,,,,,0,1,0
2020-06-05 11:44:28.000009984,,,,,0,1,0
2020-06-05 11:44:28.250009984,,,,,0,1,0
2020-06-05 11:44:28.500009984,,,,,0,1,0
2020-06-05 11:44:28.750009984,,,,,0,1,0
2020-06-05 11:44:29.000009984,,,,,0,1,0
2020-06-05 11:44:29.250009984,,,,,0,1,0
2020-06-05 11:44:29.500009984,,,,,0,1,0
2020-06-05 11:44:29.750009984,,,,,0,1,0
2020-06-05 11:44:30.000009984,,,,,0,1,0
2020-06-05 11:44:30.250009984,,,,,0,1,0
2020-06-05 11:44:30.500009984,,,,,0,1,0
2020-06-05 11:44:30.750009984,,,,,0,1,0
2020-06-05 11:44:31.000009984,,,,,0,1,0
2020-06-05 11:44:31.250009984,,,,,0,1,0
2020-06-05 11:44:31.500009984,,,,,0,1,0
2020-06-05 11:44:31.750009984,,,,,0,1,0
2020-06-05 11:44:32.000009984,,,,,0,1,0
2020-06-05 11:44:32.250009984,,,,,0,1,0
2020-06-05 11:44:32.500009984,,,,,0,1,0
2020-06-05 11:44:32.750009984,,,,,0,1,0
2020-06-05 11:44:33.000009984,,,,,0,1,0
2020-06-05 11:44:33.250009984,,,,,0,1,0
2020-06-05 11:44:33.500009984,,,,,0,1,0
2020-06-05 11:44:33.750009984,,,,,0,1,0
2020-06-05 11:44:34.000009984,,,,,0,1,0
2020-06-05 11:44:34.250009984,,,,,0,1,0
2020-06-05 11:44:34.500009984,,,,,0,1,0
2020-06-05 11:44:34.750009984,,,,,0,1,0
2020-06-05 11:44:35.000009984,,,,,0,1,0
2020-06-05 11:44:35.250009984,,,,,0,1,0
2020-06-05 11:44:35.500009984,,,,,0,1,0
2020-06-05 11:44:35.750009984,,,,,0,1,0
2020-06-05 11:44:36.000009984,,,,,0,1,0
2020-06-05 11:44:36.250009984,,,,,0,1,0
2020-06-05 11:44:36.500009984,,,,,0,1,0
2020-06-05 11:44:36.750009984,,,,,0,1,0
2020-06-05 11:44:37.000009984,,,,,0,1,0
2020-06-05 11:44:37.250009984,,,,,0,0,0
2020-06-05 11:44:37.500009984,,,,,0,0,0
2020-06-05 11:44:37.750009984,,,,,0,0,0
2020-06-05 11:44:38.000009984,,,,,0,0,0
2020-06-05 11:44:38.250009984,,,,,0,0,0
2020-06-05 11:44:38.500009984,,,,,0,0,0
2020-06-05 11:44:38.750009984,,,,,0,0,0
2020-06-05 11:44:39.000009984,,,,,0,0,0
2020-06-05 11:44:39.250009984,,,,,0,0,0
2020-06-05 11:44:39.500009984,,,,,0,0,0
2020-06-05 11:44:39.750009984,,,,,0,0,0
2020-06-05 11:44:40.000009984,,,,,0,0,0
2020-06-05 11:44:40.250009984,,,,,0,0,0
2020-06-05 11:44:40.500009984,,,,,0,0,0
2020-06-05 11:44:40.750009984,,,,,0,0,0
2020-06-05 11:44:41.000009984,,,,,0,0,0
2020-06-05 11:44:41.250009984,,,,,0,0,0
2020-06-05 11:44:41.500009984,,,,,0,0,0
2020-06-05 11:44:41.750009984,,,,,0,0,0
2020-06-05 11:44:42.000009984,,,,,0,0,0
2020-06-05 11:44:42.250009984,,,,,0,0,0
2020-06-05 11:44:42.500009984,,,,,0,0,0
2020-06-05 11:44:42.750009984,,,,,0,0,0
2020-06-05 11:44:43.000009984,,,,,0,0,0
2020-06-05 11:44:43.250009984,,,,,0,0,0
2020-06-05 11:44:43.500009984,,,,,0,0,0
2020-06-05 11:44:43.750009984,,,,,0,0,0
2020-06-05 11:44:44.000009984,,,,,0,0,0
2020-06-05 11:44:44.250009984,,,,,0,0,0
2020-06-05 11:44:44.500009984,,,,,0,0,0
2020-06-05 11:44:44.750009984,,,,,0,0,0
2020-06-05 11:44:45.000009984,,,,,0,0,0
2020-06-05 11:44:45.250009984,,,,,0,0,0
2020-06-05 11:44:45.500009984,,,,,0,0,0
2020-06-05 11:44:45.750009984,,,,,0,0,0
2020-06-05 11:44:46.000009984,,,,,0,0,0
2020-06-05 11:44:46.250009984,,,,,0,0,0
2020-06-05 11:44:46.500009984,,,,,0,0,0
2020-06-05 11:44:46.750009984,,,,,0,0,0
2020-06-05 11:44:47.000009984,,,,,0,0,0
2020-06-05 11:44:47.250009984,,,,,0,0,0
2020-06-05 11:44:47.500009984,,,,,0,0,0
2020-06-05 11:44:47.750009984,,,,,0,0,0
2020-06-05 11:44:48.000009984,,,,,0,0,0
2020-06-05 11:44:48.250009984,,,,,0,0,0
2020-06-05 11:44:48.500009984,,,,,0,0,0
2020-06-05 11:44:48.750009984,,,,,0,0,0
2020-06-05 11:44:49.000009984,,,,,0,0,0
2020-06-05 11:44:49.250009984,,,,,0,0,0
2020-06-05 11:44:49.500009984,,,,,0,0,0
2020-06-05 11:44:49.750009984,,,,,0,0,0
2020-06-05 11:44:50.000009984,,,,,0,0,0
2020-06-05 11:44:50.250009984,,,,,0,0,0
2020-06-05 11:44:50.500009984,,,,,0,0,0
2020-06-05 11:44:50.750009984,0.9672574997,0.9050082564,9.880870819,,1,0,0
2020-06-05 11:44:51.000009984,0.9430815369495513,0.9356184482301096,9.77416962335394,8.0,1,0,0
