,acc_phone_x,acc_phone_y,acc_phone_z,prox_phone_distance,labelonLaptop,labelonTable,labelwalking
2020-06-05 11:42:17.750009984,,,,,0,0,1
2020-06-05 11:42:18.000009984,,,,,0,0,1
2020-06-05 11:42:18.250009984,,,,,0,0,1
2020-06-05 11:42:18.500009984,,,,,0,0,1
2020-06-05 11:42:18.750009984,,,,,0,0,1
2020-06-05 11:42:19.000009984,,,,,0,0,1
2020-06-05 11:42:19.250009984,,,,,0,0,1
2020-06-05 11:42:19.500009984,,,,,0,0,1
2020-06-05 11:42:19.750009984,,,,,0,0,1
2020-06-05 11:42:20.000009984,,,,,0,0,1
2020-06-05 11:42:20.250009984,,,,,0,0,1
2020-06-05 11:42:20.500009984,,,,,0,0,1
2020-06-05 11:42:20.750009984,,,,,0,0,1
2020-06-05 11:42:21.000009984,,,,,0,0,1
2020-06-05 11:42:21.250009984,,,,,0,0,1
2020-06-05 11:42:21.500009984,,,,,0,0,1
2020-06-05 11:42:21.750009984,,,,,0,0,1
2020-06-05 11:42:22.000009984,,,,,0,0,0
2020-06-05 11:42:22.250009984,,,,,0,0,0
2020-06-05 11:42:22.500009984,,,,,0,0,0
2020-06-05 11:42:22.750009984,,,,,0,0,0
2020-06-05 11:42:23.000009984,,,,,0,0,0
2020-06-05 11:42:23.250009984,,,,,0,0,0
2020-06-05 11:42:23.500009984,,,,,0,0,0
2020-06-05 11:42:23.750009984,,,,,0,0,0
2020-06-05 11:42:24.000009984,,,,,0,0,0
2020-06-05 11:42:24.250009984,,,,,0,0,0
2020-06-05 11:42:24.500009984,,,,,0,0,0
2020-06-05 11:42:24.750009984,,,,,0,0,0
2020-06-05 11:42:25.000009984,,,,,0,0,0
2020-06-05 11:42:25.250009984,,,,,0,0,0
2020-06-05 11:42:25.500009984,,,,,0,0,0
2020-06-05 11:42:25.750009984,,,,,0,0,0
2020-06-05 11:42:26.000009984,,,,,0,0,0
2020-06-05 11:42:26.250009984,,,,,0,0,0
2020-06-05 11:42:26.500009984,,,,,0,0,0
2020-06-05 11:42:26.750009984,,,,,0,0,0
2020-06-05 11:42:27.000009984,,,,,0,0,0
2020-06-05 11:42:27.250009984,,,,,0,0,0
2020-06-05 11:42:27.500009984,,,,,0,0,0
2020-06-05 11:42:27.750009984,,,,,0,0,0
2020-06-05 11:42:28.000009984,,,,,0,0,0
2020-06-05 11:42:28.250009984,,,,,0,0,0
2020-06-05 11:42:28.500009984,,,,,0,0,0
2020-06-05 11:42:28.750009984,,,,,0,0,0
2020-06-05 11:42:29.000009984,,,,,0,0,0
2020-06-05 11:42:29.250009984,,,,,0,0,0
2020-06-05 11:42:29.500009984,,,,,0,0,0
2020-06-05 11:42:29.750009984,,,,,0,0,0
2020-06-05 11:42:30.000009984,,,,,0,0,0
2020-06-05 11:42:30.250009984,,,,,0,0,0
2020-06-05 11:42:30.500009984,,,,,0,0,0
2020-06-05 11:42:30.750009984,,,,,0,0,0
2020-06-05 11:42:31.000009984,,,,,0,0,0
2020-06-05 11:42:31.250009984,,,,,0,0,0
2020-06-05 11:42:31.500009984,,,,,0,0,0
2020-06-05 11:42:31.750009984,,,,,0,0,0
2020-06-05 11:42:32.000009984,,,,,0,0,0
2020-06-05 11:42:32.250009984,,,,,0,0,0
2020-06-05 11:42:32.500009984,,,,,0,0,0
2020-06-05 11:42:32.750009984,,,,,0,0,0
2020-06-05 11:42:33.000009984,,,,,0,0,0
2020-06-05 11:42:33.250009984,,,,,0,0,0
2020-06-05 11:42:33.500009984,,,,,0,0,0
2020-06-05 11:42:33.750009984,,,,,0,0,0
2020-06-05 11:42:34.000009984,,,,,0,0,0
2020-06-05 11:42:34.250009984,,,,,0,0,0
2020-06-05 11:42:34.500009984,,,,,0,0,0
2020-06-05 11:42:34.750009984,,,,,0,0,0
2020-06-05 11:42:35.000009984,,,,,0,0,0
2020-06-05 11:42:35.250009984,,,,,0,0,0
2020-06-05 11:42:35.500009984,,,,,0,0,0
2020-06-05 11:42:35.750009984,,,,,0,0,0
2020-06-05 11:42:36.000009984,,,,,0,0,0
2020-06-05 11:42:36.250009984,,,,,0,0,0
2020-06-05 11:42:36.500009984,,,,,0,0,0
2020-06-05 11:42:36.750009984,,,,,0,0,0
2020-06-05 11:42:37.000009984,,,,,0,0,0
2020-06-05 11:42:37.250009984,,,,,0,0,0
2020-06-05 11:42:37.500009984,,,,,0,0,0
2020-06-05 11:42:37.750009984,,,,,0,0,0
2020-06-05 11:42:38.000009984,,,,,0,0,0
2020-06-05 11:42:38.250009984,,,,,0,0,0
2020-06-05 11:42:38.500009984,,,,,0,0,0
2020-06-05 11:42:38.750009984,,,,,0,0,0
2020-06-05 11:42:39.000009984,,,,,0,0,0
2020-06-05 11:42:39.250009984,,,,,0,0,0
2020-06-05 11:42:39.500009984,,,,,0,0,0
2020-06-05 11:42:39.750009984,,,,,0,0,0
2020-06-05 11:42:40.000009984,,,,,0,0,0
2020-06-05 11:42:40.250009984,,,,,0,0,0
2020-06-05 11:42:40.500009984,,,,,0,0,0
2020-06-05 11:42:40.750009984,,,,,0,0,0
2020-06-05 11:42:41.000009984,,,,,0,0,0
2020-06-05 11:42:41.250009984,,,,,0,0,0
2020-06-05 11:42:41.500009984,,,,,0,0,0
2020-06-05 11:42:41.750009984,,,,,0,0,0
2020-06-05 11:42:42.000009984,,,,,0,0,0
2020-06-05 11:42:42.250009984,,,,,0,0,0
2020-06-05 11:42:42.500009984,,,,,0,0,0
2020-06-05 11:42:42.750009984,,,,,0,0,0
2020-06-05 11:42:43.000009984,,,,,0,0,0
2020-06-05 11:42:43.250009984,,,,,0,0,0
2020-06-05 11:42:43.500009984,,,,,0,0,0
2020-06-05 11:42:43.750009984,,,,,0,0,0
2020-06-05 11:42:44.000009984,,,,,0,0,0
2020-06-05 11:42:44.250009984,,,,,0,0,0
2020-06-05 11:42:44.500009984,,,,,0,0,0
2020-06-05 11:42:44.750009984,,,,,0,0,0
2020-06-05 11:42:45.000009984,,,,,0,0,0
2020-06-05 11:42:45.250009984,,,,,0,0,0
2020-06-05 11:42:45.500009984,,,,,0,0,0
2020-06-05 11:42:45.750009984,0.7362170218999999,1.631648421,9.642647743,,0,0,1
2020-06-05 11:42:46.000009984,-1.4739503799084166,2.706864487628333,9.073246351958334,,0,0,1
2020-06-05 11:42:46.250009984,,,,,0,0,1
2020-06-05 11:42:46.500009984,,,,,0,0,1
2020-06-05 11:42:46.750009984,,,,,0,0,1
2020-06-05 11:42:47.000009984,,,,,0,0,1
2020-06-05 11:42:47.250009984,,,,,0,0,1
2020-06-05 11:42:47.500009984,,,,,0,0,1
2020-06-05 11:42:47.750009984,,,,,0,0,1
2020-06-05 11:42:48.000009984,,,,,0,0,1
2020-06-05 11:42:48.250009984,,,,,0,0,1
2020-06-05 11:42:48.500009984,,,,,0,0,1
2020-06-05 11:42:48.750009984,,,,,0,0,1
2020-06-05 11:42:49.000009984,,,,,0,0,1
2020-06-05 11:42:49.250009984,,,,,0,0,1
2020-06-05 11:42:49.500009984,,,,,0,0,1
2020-06-05 11:42:49.750009984,,,,,0,0,0
2020-06-05 11:42:50.000009984,,,,,0,0,0
2020-06-05 11:42:50.250009984,,,,,0,0,0
2020-06-05 11:42:50.500009984,,,,,0,0,0
2020-06-05 11:42:50.750009984,,,,,0,0,0
2020-06-05 11:42:51.000009984,,,,,0,0,0
2020-06-05 11:42:51.250009984,,,,,0,0,0
2020-06-05 11:42:51.500009984,,,,,0,0,0
2020-06-05 11:42:51.750009984,,,,,0,0,0
2020-06-05 11:42:52.000009984,,,,,0,0,0
2020-06-05 11:42:52.250009984,,,,,0,0,0
2020-06-05 11:42:52.500009984,,,,,0,0,0
2020-06-05 11:42:52.750009984,,,,,0,0,0
2020-06-05 11:42:53.000009984,,,,,0,0,0
2020-06-05 11:42:53.250009984,,,,,0,0,0
2020-06-05 11:42:53.500009984,,,,,0,0,0
2020-06-05 11:42:53.750009984,,,,,0,0,0
2020-06-05 11:42:54.000009984,,,,,0,0,0
2020-06-05 11:42:54.250009984,,,,,0,0,0
2020-06-05 11:42:54.500009984,,,,,0,0,0
2020-06-05 11:42:54.750009984,,,,,0,0,0
2020-06-05 11:42:55.000009984,,,,,0,0,0
2020-06-05 11:42:55.250009984,,,,,0,0,0
2020-06-05 11:42:55.500009984,,,,,0,0,0
2020-06-05 11:42:55.750009984,,,,,0,0,0
2020-06-05 11:42:56.000009984,,,,,0,0,0
2020-06-05 11:42:56.250009984,,,,,0,0,0
2020-06-05 11:42:56.500009984,,,,,0,0,0
2020-06-05 11:42:56.750009984,,,,,0,0,0
2020-06-05 11:42:57.000009984,,,,,0,0,0
2020-06-05 11:42:57.250009984,,,,,0,0,0
2020-06-05 11:42:57.500009984,,,,,0,0,0
2020-06-05 11:42:57.750009984,,,,,0,0,0
2020-06-05 11:42:58.000009984,,,,,0,0,0
2020-06-05 11:42:58.250009984,,,,,0,0,0
2020-06-05 11:42:58.500009984,,,,,0,0,0
2020-06-05 11:42:58.750009984,,,,,0,0,0
2020-06-05 11:42:59.000009984,,,,,0,0,0
2020-06-05 11:42:59.250009984,,,,,0,0,0
2020-06-05 11:42:59.500009984,,,,,0,0,0
2020-06-05 11:42:59.750009984,,,,,0,0,0
2020-06-05 11:43:00.000009984,,,,,0,0,0
2020-06-05 11:43:00.250009984,,,,,0,0,0
2020-06-05 11:43:00.500009984,,,,,0,0,0
2020-06-05 11:43:00.750009984,,,,,0,0,0
2020-06-05 11:43:01.000009984,,,,,0,0,0
2020-06-05 11:43:01.250009984,,,,,0,0,0
2020-06-05 11:43:01.500009984,,,,,0,0,0
2020-06-05 11:43:01.750009984,,,,,0,0,0
2020-06-05 11:43:02.000009984,,,,,0,0,0
2020-06-05 11:43:02.250009984,,,,,0,0,0
2020-06-05 11:43:02.500009984,,,,,0,0,0
2020-06-05 11:43:02.750009984,,,,,0,0,0
2020-06-05 11:43:03.000009984,,,,,0,0,0
2020-06-05 11:43:03.250009984,,,,,0,0,0
2020-06-05 11:43:03.500009984,,,,,0,0,0
2020-06-05 11:43:03.750009984,,,,,0,0,0
2020-06-05 11:43:04.000009984,,,,,0,0,0
2020-06-05 11:43:04.250009984,,,,,0,0,0
2020-06-05 11:43:04.500009984,,,,,0,0,0
2020-06-05 11:43:04.750009984,,,,,0,0,0
2020-06-05 11:43:05.000009984,,,,,0,0,0
2020-06-05 11:43:05.250009984,,,,,0,0,0
2020-06-05 11:43:05.500009984,,,,,0,0,0
2020-06-05 11:43:05.750009984,,,,,0,0,0
2020-06-05 11:43:06.000009984,,,,,0,0,0
2020-06-05 11:43:06.250009984,,,,,0,0,0
2020-06-05 11:43:06.500009984,,,,,0,0,0
2020-06-05 11:43:06.750009984,,,,,0,0,0
2020-06-05 11:43:07.000009984,,,,,0,0,0
2020-06-05 11:43:07.250009984,,,,,0,0,0
2020-06-05 11:43:07.500009984,,,,,0,0,0
2020-06-05 11:43:07.750009984,,,,,0,0,0
2020-06-05 11:43:08.000009984,,,,,0,0,0
2020-06-05 11:43:08.250009984,,,,,0,0,0
2020-06-05 11:43:08.500009984,,,,,0,0,0
2020-06-05 11:43:08.750009984,,,,,0,0,0
2020-06-05 11:43:09.000009984,,,,,0,0,0
2020-06-05 11:43:09.250009984,,,,,0,0,0
2020-06-05 11:43:09.500009984,,,,,0,0,0
2020-06-05 11:43:09.750009984,,,,,0,0,0
2020-06-05 11:43:10.000009984,,,,,0,0,0
2020-06-05 11:43:10.250009984,,,,,0,0,0
2020-06-05 11:43:10.500009984,,,,,0,0,0
2020-06-05 11:43:10.750009984,,,,,0,0,0
2020-06-05 11:43:11.000009984,,,,,0,0,0
2020-06-05 11:43:11.250009984,,,,,0,0,0
2020-06-05 11:43:11.500009984,,,,,0,0,0
2020-06-05 11:43:11.750009984,,,,,0,0,0
2020-06-05 11:43:12.000009984,,,,,0,0,0
2020-06-05 11:43:12.250009984,,,,,0,0,0
2020-06-05 11:43:12.500009984,,,,,0,0,0
2020-06-05 11:43:12.750009984,,,,,0,0,0
2020-06-05 11:43:13.000009984,,,,,0,0,0
2020-06-05 11:43:13.250009984,,,,,0,0,0
2020-06-05 11:43:13.500009984,,,,,0,0,0
2020-06-05 11:43:13.750009984,,,,,0,0,0
2020-06-05 11:43:14.000009984,,,,,0,0,0
2020-06-05 11:43:14.250009984,,,,,0,0,0
2020-06-05 11:43:14.500009984,,,,,0,0,0
2020-06-05 11:43:14.750009984,,,,,0,0,0
2020-06-05 11:43:15.000009984,,,,,0,0,0
2020-06-05 11:43:15.250009984,,,,,0,0,0
2020-06-05 11:43:15.500009984,,,,,0,0,0
2020-06-05 11:43:15.750009984,,,,,0,0,0
2020-06-05 11:43:16.000009984,,,,,0,0,0
2020-06-05 11:43:16.250009984,,,,,0,0,0
2020-06-05 11:43:16.500009984,,,,,0,0,0
2020-06-05 11:43:16.750009984,,,,,0,0,0
2020-06-05 11:43:17.000009984,,,,,0,0,0
2020-06-05 11:43:17.250009984,,,,,0,0,0
2020-06-05 11:43:17.500009984,,,,,0,0,0
2020-06-05 11:43:17.750009984,,,,,0,0,0
2020-06-05 11:43:18.000009984,,,,,0,0,0
2020-06-05 11:43:18.250009984,,,,,0,0,0
2020-06-05 11:43:18.500009984,,,,,0,0,0
2020-06-05 11:43:18.750009984,,,,,0,0,0
2020-06-05 11:43:19.000009984,,,,,0,0,0
2020-06-05 11:43:19.250009984,,,,,0,0,0
2020-06-05 11:43:19.500009984,,,,,0,0,0
2020-06-05 11:43:19.750009984,,,,,0,0,0
2020-06-05 11:43:20.000009984,,,,,0,0,0
2020-06-05 11:43:20.250009984,,,,,0,0,0
2020-06-05 11:43:20.500009984,,,,,0,0,0
2020-06-05 11:43:20.750009984,,,,,0,0,0
2020-06-05 11:43:21.000009984,,,,,0,0,0
2020-06-05 11:43:21.250009984,,,,,0,0,0
2020-06-05 11:43:21.500009984,,,,,0,0,0
2020-06-05 11:43:21.750009984,-0.2358288616,0.3196259141,9.88805294,,0,1,0
2020-06-05 11:43:22.000009984,-0.24969210838256972,0.28212053777455176,9.914749939659364,8.0,0,1,0
2020-06-05 11:43:22.250009984,,,,,0,1,0
2020-06-05 11:43:22.500009984,,,,,0,1,0
2020-06-05 11:43:22.750009984,,,,,0,1,0
2020-06-05 11:43:23.000009984,,,,,0,1,0
2020-06-05 11:43:23.250009984,,,,,0,1,0
2020-06-05 11:43:23.500009984,,,,,0,1,0
2020-06-05 11:43:23.750009984,,,,,0,1,0
2020-06-05 11:43:24.000009984,,,,,0,1,0
2020-06-05 11:43:24.250009984,,,,,0,1,0
2020-06-05 11:43:24.500009984,,,,,0,1,0
2020-06-05 11:43:24.750009984,,,,,0,1,0
2020-06-05 11:43:25.000009984,,,,,0,1,0
2020-06-05 11:43:25.250009984,,,,,0,1,0
2020-06-05 11:43:25.500009984,,,,,0,1,0
2020-06-05 11:43:25.750009984,,,,,0,1,0
2020-06-05 11:43:26.000009984,,,,,0,1,0
2020-06-05 11:43:26.250009984,,,,,0,1,0
2020-06-05 11:43:26.500009984,,,,,0,1,0
2020-06-05 11:43:26.750009984,,,,,0,1,0
2020-06-05 11:43:27.000009984,,,,,0,1,0
2020-06-05 11:43:27.250009984,,,,,0,1,0
2020-06-05 11:43:27.500009984,,,,,0,1,0
2020-06-05 11:43:27.750009984,,,,,0,1,0
2020-06-05 11:43:28.000009984,,,,,0,1,0
2020-06-05 11:43:28.250009984,,,,,0,1,0
2020-06-05 11:43:28.500009984,,,,,0,1,0
2020-06-05 11:43:28.750009984,,,,,0,1,0
2020-06-05 11:43:29.000009984,,,,,0,1,0
2020-06-05 11:43:29.250009984,,,,,0,1,0
2020-06-05 11:43:29.500009984,,,,,0,1,0
2020-06-05 11:43:29.750009984,,,,,0,1,0
2020-06-05 11:43:30.000009984,,,,,0,1,0
2020-06-05 11:43:30.250009984,,,,,0,1,0
2020-06-05 11:43:30.500009984,,,,,0,1,0
2020-06-05 11:43:30.750009984,,,,,0,1,0
2020-06-05 11:43:31.000009984,,,,,0,1,0
2020-06-05 11:43:31.250009984,,,,,0,1,0
2020-06-05 11:43:31.500009984,,,,,0,1,0
2020-06-05 11:43:31.750009984,,,,,0,1,0
2020-06-05 11:43:32.000009984,,,,,0,1,0
2020-06-05 11:43:32.250009984,,,,,0,1,0
2020-06-05 11:43:32.500009984,,,,,0,1,0
2020-06-05 11:43:32.750009984,,,,,0,1,0
2020-06-05 11:43:33.000009984,,,,,0,1,0
2020-06-05 11:43:33.250009984,,,,,0,1,0
2020-06-05 11:43:33.500009984,,,,,0,1,0
2020-06-05 11:43:33.750009984,,,,,0,1,0
2020-06-05 11:43:34.000009984,,,,,0,1,0
2020-06-05 11:43:34.250009984,,,,,0,1,0
2020-06-05 11:43:34.500009984,,,,,0,1,0
2020-06-05 11:43:34.750009984,,,,,0,1,0
2020-06-05 11:43:35.000009984,,,,,0,1,0
2020-06-05 11:43:35.250009984,,,,,0,1,0
2020-06-05 11:43:35.500009984,,,,,0,1,0
2020-06-05 11:43:35.750009984,,,,,0,1,0
2020-06-05 11:43:36.000009984,,,,,0,1,0
2020-06-05 11:43:36.250009984,,,,,0,1,0
2020-06-05 11:43:36.500009984,,,,,0,1,0
2020-06-05 11:43:36.750009984,,,,,0,1,0
2020-06-05 11:43:37.000009984,,,,,0,1,0
2020-06-05 11:43:37.250009984,,,,,0,1,0
2020-06-05 11:43:37.500009984,,,,,0,1,0
2020-06-05 11:43:37.750009984,,,,,0,1,0
2020-06-05 11:43:38.000009984,,,,,0,1,0
2020-06-05 11:43:38.250009984,,,,,0,1,0
2020-06-05 11:43:38.500009984,,,,,0,1,0
2020-06-05 11:43:38.750009984,,,,,0,1,0
2020-06-05 11:43:39.000009984,,,,,0,1,0
2020-06-05 11:43:39.250009984,,,,,0,1,0
2020-06-05 11:43:39.500009984,,,,,0,1,0
2020-06-05 11:43:39.750009984,,,,,0,1,0
2020-06-05 11:43:40.000009984,,,,,0,1,0
2020-06-05 11:43:40.250009984,,,,,0,1,0
2020-06-05 11:43:40.500009984,,,,,0,1,0
2020-06-05 11:43:40.750009984,,,,,0,1,0
2020-06-05 11:43:41.000009984,,,,,0,1,0
2020-06-05 11:43:41.250009984,,,,,0,1,0
2020-06-05 11:43:41.500009984,,,,,0,1,0
2020-06-05 11:43:41.750009984,,,,,0,1,0
2020-06-05 11:43:42.000009984,,,,,0,1,0
2020-06-05 11:43:42.250009984,,,,,0,0,0
2020-06-05 11:43:42.500009984,,,,,0,0,0
2020-06-05 11:43:42.750009984,,,,,0,0,0
2020-06-05 11:43:43.000009984,,,,,0,0,0
2020-06-05 11:43:43.250009984,,,,,0,0,0
2020-06-05 11:43:43.500009984,,,,,0,0,0
2020-06-05 11:43:43.750009984,,,,,0,0,0
2020-06-05 11:43:44.000009984,,,,,0,0,0
2020-06-05 11:43:44.250009984,,,,,0,0,0
2020-06-05 11:43:44.500009984,,,,,0,0,0
2020-06-05 11:43:44.750009984,,,,,0,0,0
2020-06-05 11:43:45.000009984,,,,,0,0,0
2020-06-05 11:43:45.250009984,,,,,0,0,0
2020-06-05 11:43:45.500009984,,,,,0,0,0
2020-06-05 11:43:45.750009984,,,,,0,0,0
2020-06-05 11:43:46.000009984,,,,,0,0,0
2020-06-05 11:43:46.250009984,,,,,0,0,0
2020-06-05 11:43:46.500009984,,,,,0,0,0
2020-06-05 11:43:46.750009984,,,,,0,0,0
2020-06-05 11:43:47.000009984,,,,,0,0,0
2020-06-05 11:43:47.250009984,,,,,0,0,0
2020-06-05 11:43:47.500009984,,,,,0,0,0
2020-06-05 11:43:47.750009984,,,,,0,0,0
2020-06-05 11:43:48.000009984,,,,,0,0,0
2020-06-05 11:43:48.250009984,,,,,0,0,0
2020-06-05 11:43:48.500009984,,,,,0,0,0
2020-06-05 11:43:48.750009984,,,,,0,0,0
2020-06-05 11:43:49.000009984,,,,,0,0,0
2020-06-05 11:43:49.250009984,,,,,0,0,0
2020-06-05 11:43:49.500009984,,,,,0,0,0
2020-06-05 11:43:49.750009984,,,,,0,0,0
2020-06-05 11:43:50.000009984,,,,,0,0,0
2020-06-05 11:43:50.250009984,,,,,0,0,0
2020-06-05 11:43:50.500009984,,,,,0,0,0
2020-06-05 11:43:50.750009984,,,,,0,0,0
2020-06-05 11:43:51.000009984,,,,,0,0,0
2020-06-05 11:43:51.250009984,,,,,0,0,0
2020-06-05 11:43:51.500009984,,,,,0,0,0
2020-06-05 11:43:51.750009984,,,,,0,0,0
2020-06-05 11:43:52.000009984,,,,,0,0,0
2020-06-05 11:43:52.250009984,,,,,0,0,0
2020-06-05 11:43:52.500009984,,,,,0,0,0
2020-06-05 11:43:52.750009984,,,,,0,0,0
2020-06-05 11:43:53.000009984,,,,,0,0,0
2020-06-05 11:43:53.250009984,,,,,0,0,0
2020-06-05 11:43:53.500009984,,,,,0,0,0
2020-06-05 11:43:53.750009984,,,,,0,0,0
2020-06-05 11:43:54.000009984,,,,,0,0,0
2020-06-05 11:43:54.250009984,,,,,0,0,0
2020-06-05 11:43:54.500009984,,,,,0,0,0
2020-06-05 11:43:54.750009984,,,,,0,0,0
2020-06-05 11:43:55.000009984,,,,,0,0,0
2020-06-05 11:43:55.250009984,,,,,0,0,0
2020-06-05 11:43:55.500009984,,,,,0,0,0
2020-06-05 11:43:55.750009984,,,,,0,0,0
2020-06-05 11:43:56.000009984,,,,,0,0,0
2020-06-05 11:43:56.250009984,,,,,0,0,0
2020-06-05 11:43:56.500009984,,,,,0,0,0
2020-06-05 11:43:56.750009984,,,,,0,0,0
2020-06-05 11:43:57.000009984,,,,,0,0,0
2020-06-05 11:43:57.250009984,,,,,0,0,0
2020-06-05 11:43:57.500009984,,,,,0,0,0
2020-06-05 11:43:57.750009984,0.9672574997,0.9050082564,9.880870819,,1,0,0
2020-06-05 11:43:58.000009984,-0.17906109713535245,0.6106521927618669,9.824927632138033,8.0,1,0,0
2020-06-05 11:43:58.250009984,,,,,1,0,0
2020-06-05 11:43:58.500009984,,,,,1,0,0
2020-06-05 11:43:58.750009984,,,,,1,0,0
2020-06-05 11:43:59.000009984,,,,,1,0,0
2020-06-05 11:43:59.250009984,,,,,1,0,0
2020-06-05 11:43:59.500009984,,,,,1,0,0
2020-06-05 11:43:59.750009984,,,,,1,0,0
2020-06-05 11:44:00.000009984,,,,,1,0,0
2020-06-05 11:44:00.250009984,,,,,1,0,0
2020-06-05 11:44:00.500009984,,,,,1,0,0
2020-06-05 11:44:00.750009984,,,,,1,0,0
2020-06-05 11:44:01.000009984,,,,,1,0,0
2020-06-05 11:44:01.250009984,,,,,1,0,0
2020-06-05 11:44:01.500009984,,,,,1,0,0
2020-06-05 11:44:01.750009984,,,,,1,0,0
2020-06-05 11:44:02.000009984,,,,,1,0,0
2020-06-05 11:44:02.250009984,,,,,1,0,0
2020-06-05 11:44:02.500009984,,,,,1,0,0
2020-06-05 11:44:02.750009984,,,,,1,0,0
2020-06-05 11:44:03.000009984,,,,,1,0,0
2020-06-05 11:44:03.250009984,,,,,1,0,0
2020-06-05 11:44:03.500009984,,,,,1,0,0
2020-06-05 11:44:03.750009984,,,,,1,0,0
2020-06-05 11:44:04.000009984,,,,,1,0,0
2020-06-05 11:44:04.250009984,,,,,1,0,0
2020-06-05 11:44:04.500009984,,,,,1,0,0
2020-06-05 11:44:04.750009984,,,,,1,0,0
2020-06-05 11:44:05.000009984,,,,,1,0,0
2020-06-05 11:44:05.250009984,,,,,1,0,0
2020-06-05 11:44:05.500009984,,,,,1,0,0
2020-06-05 11:44:05.750009984,,,,,1,0,0
2020-06-05 11:44:06.000009984,,,,,1,0,0
2020-06-05 11:44:06.250009984,,,,,1,0,0
2020-06-05 11:44:06.500009984,,,,,1,0,0
2020-06-05 11:44:06.750009984,,,,,1,0,0
2020-06-05 11:44:07.000009984,,,,,1,0,0
2020-06-05 11:44:07.250009984,,,,,1,0,0
2020-06-05 11:44:07.500009984,,,,,1,0,0
2020-06-05 11:44:07.750009984,,,,,1,0,0
2020-06-05 11:44:08.000009984,,,,,1,0,0
2020-06-05 11:44:08.250009984,,,,,1,0,0
2020-06-05 11:44:08.500009984,,,,,1,0,0
2020-06-05 11:44:08.750009984,,,,,1,0,0
2020-06-05 11:44:09.000009984,,,,,1,0,0
2020-06-05 11:44:09.250009984,,,,,1,0,0
2020-06-05 11:44:09.500009984,,,,,1,0,0
2020-06-05 11:44:09.750009984,,,,,1,0,0
2020-06-05 11:44:10.000009984,,,,,1,0,0
2020-06-05 11:44:10.250009984,,,,,1,0,0
2020-06-05 11:44:10.500009984,,,,,1,0,0
2020-06-05 11:44:10.750009984,,,,,1,0,0
2020-06-05 11:44:11.000009984,,,,,1,0,0
2020-06-05 11:44:11.250009984,,,,,1,0,0
2020-06-05 11:44:11.500009984,,,,,1,0,0
2020-06-05 11:44:11.750009984,,,,,1,0,0
2020-06-05 11:44:12.000009984,,,,,1,0,0
2020-06-05 11:44:12.250009984,,,,,1,0,0
2020-06-05 11:44:12.500009984,,,,,1,0,0
2020-06-05 11:44:12.750009984,,,,,1,0,0
2020-06-05 11:44:13.000009984,,,,,1,0,0
2020-06-05 11:44:13.250009984,,,,,1,0,0
2020-06-05 11:44:13.500009984,,,,,1,0,0
2020-06-05 11:44:13.750009984,,,,,1,0,0
2020-06-05 11:44:14.000009984,,,,,1,0,0
2020-06-05 11:44:14.250009984,,,,,1,0,0
2020-06-05 11:44:14.500009984,,,,,1,0,0
2020-06-05 11:44:14.750009984,,,,,1,0,0
2020-06-05 11:44:15.000009984,,,,,1,0,0
2020-06-05 11:44:15.250009984,,,,,1,0,0
2020-06-05 11:44:15.500009984,,,,,1,0,0
2020-06-05 11:44:15.750009984,,,,,1,0,0
2020-06-05 11:44:16.000009984,,,,,1,0,0
2020-06-05 11:44:16.250009984,,,,,1,0,0
2020-06-05 11:44:16.500009984,,,,,1,0,0
2020-06-05 11:44:16.750009984,,,,,1,0,0
2020-06-05 11:44:17.000009984,,,,,1,0,0
2020-06-05 11:44:17.250009984,,,,,1,0,0
2020-06-05 11:44:17.500009984,,,,,1,0,0
2020-06-05 11:44:17.750009984,,,,,1,0,0
2020-06-05 11:44:18.000009984,,,,,1,0,0
2020-06-05 11:44:18.250009984,,,,,0,0,0
2020-06-05 11:44:18.500009984,,,,,0,0,0
2020-06-05 11:44:18.750009984,,,,,0,0,0
2020-06-05 11:44:19.000009984,,,,,0,0,0
2020-06-05 11:44:19.250009984,,,,,0,0,0
2020-06-05 11:44:19.500009984,,,,,0,0,0
2020-06-05 11:44:19.750009984,,,,,0,0,0
2020-06-05 11:44:20.000009984,,,,,0,0,0
2020-06-05 11:44:20.250009984,,,,,0,0,0
2020-06-05 11:44:20.500009984,,,,,0,0,0
2020-06-05 11:44:20.750009984,,,,,0,0,0
2020-06-05 11:44:21.000009984,,,,,0,0,0
2020-06-05 11:44:21.250009984,,,,,0,0,0
2020-06-05 11:44:21.500009984,,,,,0,0,0
2020-06-05 11:44:21.750009984,,,,,0,0,0
2020-06-05 11:44:22.000009984,,,,,0,0,0
2020-06-05 11:44:22.250009984,,,,,0,0,0
2020-06-05 11:44:22.500009984,,,,,0,0,0
2020-06-05 11:44:22.750009984,,,,,0,0,0
2020-06-05 11:44:23.000009984,,,,,0,0,0
2020-06-05 11:44:23.250009984,,,,,0,0,0
2020-06-05 11:44:23.500009984,,,,,0,0,0
2020-06-05 11:44:23.750009984,,,,,0,0,0
2020-06-05 11:44:24.000009984,,,,,0,0,0
2020-06-05 11:44:24.250009984,,,,,0,0,0
2020-06-05 11:44:24.500009984,,,,,0,0,0
2020-06-05 11:44:24.750009984,,,,,0,0,0
2020-06-05 11:44:25.000009984,,,,,0,0,0
2020-06-05 11:44:25.250009984,,,,,0,0,0
