,actvalue,builtvalue,commvalue,entvalue,accvalue,offvalue,othervalue,socialvalue,travelvalue,unkvalue,utilvalue,callvalue,arovalue,valvalue,scrvalue,smsvalue,labelvalue
2014-03-31 18:00:00,0.10322669664197885,13.226538461538459,28.064567307692307,48.08549999999998,17.99733333333333,,15.802285714285714,67.86710810810811,43.778125,,3.0885,,,,55.93738460822924,,7.25
2014-04-01 18:00:00,0.05745597371091065,8.355755274261604,37.15432727272727,85.281,14.534049999999999,,14.775666666666666,33.70508771929825,,,13.876794871794873,1.0,0.0,0.16666666666666666,54.35061703506093,,6.666666666666667
2014-04-02 18:00:00,0.15673725480741657,10.915316109422493,37.30682222222222,75.37804761904762,12.607333333333335,,15.980374999999999,53.08747826086955,44.79985714285714,,13.184333333333335,1.0,0.2,,75.92606626361253,,8.2
2014-04-03 18:00:00,0.12638482539160809,26.29712252964427,59.132847058823515,37.681666666666665,11.374666666666668,,13.570333333333332,62.26573529411764,39.38216666666667,11.044,14.17388888888889,1.0,-0.5,,83.63451516447645,,5.5
2014-04-04 18:00:00,0.02951957680263755,9.65764888888889,41.098196721311474,129.1455,,,13.076875000000001,58.92456818181818,,8.355,12.943878048780487,,-0.8,0.8,80.34232811257242,,7.6
2014-04-05 18:00:00,0.01727330354906678,8.248678321678323,37.84625925925926,30.815384615384616,,,12.714500000000001,70.1543,,21.088,16.933333333333334,,-0.75,0.75,90.81994365974211,,7.25
2014-04-06 18:00:00,0.0755646350090779,55.810678947368395,34.217189189189185,88.062,,,13.163166666666667,62.22329411764705,109.069,,,,-0.16666666666666666,,58.323873788407724,,7.833333333333333
2014-04-07 18:00:00,0.1304466513089165,12.340543604651163,38.32264462809918,109.61075,7.879333333333332,,10.8766,62.26583606557379,45.288,19.103,,,0.0,0.8,69.16268879175186,,7.6
2014-04-08 18:00:00,0.17553065513994714,16.05056097560976,28.21714285714286,76.91600000000001,31.124666666666673,,9.6645,36.11693103448276,,,6.101,,-1.0,2.0,83.28128571169714,1.0,9.0
2014-04-09 18:00:00,0.24416329058269967,15.235300578034684,41.23458333333333,44.322,7.8183333333333325,,25.478444444444442,36.7064,,,,,-1.0,0.5,42.73161384846904,,6.5
2014-04-10 18:00:00,0.3578087330705245,10.366695652173913,39.68673381294964,109.80271428571429,6.919761904761903,,19.369333333333334,38.459270833333335,32.32742424242424,,3.984,1.0,-0.8,0.2,95.9055121858776,1.0,7.2
2014-04-11 18:00:00,0.06060726858362691,10.85095987654321,34.945848739495794,55.24,7.753166666666666,,16.2224,40.556860759493674,,50.387,50.54931578947369,1.0,-0.6,,74.34517978684286,,8.2
2014-04-12 18:00:00,0.039293844998790434,8.522703883495145,39.37989393939394,64.56775,,,10.2828,51.450105263157894,,,13.03390909090909,1.0,,,76.43310091692375,,7.2
2014-04-13 18:00:00,0.09810398419669096,23.059375609756096,48.65104301075268,38.197,7.570166666666666,,12.591800000000001,48.973349999999996,,15.027,28.167916666666667,,,,70.36191058546547,1.0,6.8
2014-04-14 18:00:00,0.13053770664766573,10.63570707070707,38.84932456140351,,11.792538461538463,,15.60842857142857,46.4302075471698,7.27,,2.097,,-0.5,0.5,71.38290854634306,,6.833333333333333
2014-04-15 18:00:00,0.03399649579207495,18.943746113989636,43.47841772151899,,10.928,,11.521,68.48306666666667,,,,,0.2,0.0,78.95624368932064,,6.6
2014-04-16 18:00:00,0.09465763470686088,11.847949541284404,26.38886274509804,214.4447142857143,,,12.5764,58.57401666666667,,,,1.0,,,82.28638094720385,,7.6
2014-04-17 18:00:00,0.05583627735633422,10.422545171339564,52.2198208955224,73.15616666666666,10.247130434782607,,10.85175,36.26491549295774,28.6632,15.3335,24.4013829787234,,-0.5,,78.6634364496937,,6.75
2014-04-18 18:00:00,0.014098664855969419,7.9678512396694225,30.26136,91.339,4.475666666666666,,8.964833333333335,53.97112500000001,,18.08,22.436673076923075,,-0.2,,63.218290697696595,,5.8
2014-04-19 18:00:00,0.03666909301444606,6.2207642276422765,25.145214285714285,18.589,3.703333333333333,,10.1104,67.83096153846154,67.47366666666667,,21.864944444444443,1.0,-0.4,,60.29631765870489,,7.6
2014-04-20 18:00:00,0.0675700857343447,8.752414634146337,26.812133333333332,103.06833333333334,,,8.9028,55.412882352941175,,,18.356545454545458,,,,81.74495588330662,,8.0
2014-04-21 18:00:00,0.1563061290704979,32.725991666666665,41.85715,43.172,,,10.35875,42.376060606060605,28.112181818181817,43.577,10.1685,,-0.3333333333333333,1.0,91.38749241648293,,7.666666666666667
2014-04-22 18:00:00,0.06406192967280852,18.89979111111111,37.64959016393443,764.2999999999998,10.148666666666665,,9.5778,64.16228571428572,43.4608,,,,,,75.24375384404107,1.0,7.0
2014-04-23 18:00:00,0.15404348372890286,12.268740088105726,53.86905063291139,105.11239999999998,5.778333333333333,,9.308399999999999,67.3226153846154,,16.097,23.37815584415584,,,,78.86540230526323,,7.6
2014-04-24 18:00:00,0.09131074752420935,17.634276785714285,29.183529411764702,34.246,7.386666666666667,,11.5198,36.77134042553192,22.386750000000003,,,,-0.8,,51.74788595709883,,7.4
2014-04-25 18:00:00,0.08965087922215337,6.585748148148149,22.907230769230768,19.476750000000003,6.0605,23.264,11.889800000000001,54.70515,129.18,40.239,10.033,,0.25,,67.09379709976307,,7.5
2014-04-26 18:00:00,0.03803834637288166,5.625084415584415,36.65321621621621,28.842750000000002,6.852999999999999,,8.781666666666668,70.11695,81.521,24.225,16.919857142857143,,0.0,0.0,188.34108571665627,,6.0
2014-04-27 18:00:00,0.08179619074293543,18.25383168316832,36.59869230769231,57.48866666666667,,,174.54300000000003,66.34345454545456,36.513799999999996,,7.022,,0.3333333333333333,1.0,66.22048214077955,,8.0
2014-04-28 18:00:00,0.0,3.16,8.015333333333334,,,,,,,,,,-0.25,0.75,,,7.0
2014-04-29 18:00:00,0.0625,4.140000000000001,11.78488888888889,,,,,19.0855,,,,,-0.4,0.4,162.97600007057198,,6.6
2014-04-30 18:00:00,0.04602967738899621,33.031259999999996,20.600720930232562,,4.074,,11.612166666666667,69.2725,41.4565,31.131999999999998,12.065,,-0.2,0.6,44.06841378650446,1.0,6.6
2014-05-01 18:00:00,0.09431341589205677,8.825417721518988,34.58782558139535,70.513375,17.0158,,45.582625,42.336455882352936,30.166,34.804,5.405,1.0,,,68.35847798533409,,6.2
2014-05-02 18:00:00,0.04516061378471692,19.01713008130081,33.21874074074074,51.175000000000004,5.023,,15.138333333333335,55.21538636363636,,65.3865,14.020882352941173,1.0,,,77.23852212239157,,7.2
2014-05-03 18:00:00,0.038887920183648374,11.505578740157482,27.00816923076923,70.25133333333333,6.0175,,21.735374999999998,42.09267346938775,,,19.759098039215687,,-0.2,,64.46849333604177,,7.2
2014-05-04 18:00:00,0.05937257576927188,9.840620481927711,23.302125,148.355,,,8.4505,66.68515789473686,39.58833333333333,56.426,21.489043478260868,,0.0,,52.10346873104572,,7.0
2014-05-05 18:00:00,0.07048816935823544,30.66185714285714,45.69594545454545,52.01559999999999,3.566,,62.7745,44.154418604651156,38.096,27.155,,1.0,1.0,1.0,76.00194623137035,,7.0
2014-05-06 18:00:00,0.035232051424115125,10.969545112781955,25.667428571428573,36.52433333333334,6.919,,13.647833333333333,36.271125,80.198,32.8935,66.22,1.0,0.25,,71.85957500338554,,6.5
2014-05-07 18:00:00,0.02988348960985397,22.49188888888889,32.38165789473683,,,,13.620000000000001,60.516785714285724,,,,,-0.25,0.25,52.332275359526946,,6.25
