,actvalue,builtvalue,commvalue,entvalue,offvalue,othervalue,socialvalue,travelvalue,unkvalue,callvalue,arovalue,valvalue,scrvalue,smsvalue,labelvalue
2014-04-22 18:00:00,0.09581098396805528,27.018500000000003,50.00432283464567,15.16770703125,37.754,25.472199999999997,51.699407407407406,,,1.0,0.0,0.75,89.70620610331763,,6.5
2014-04-23 18:00:00,0.2719968336372979,67.5184705882353,46.76370992366412,6.1769360902255634,32.560500000000005,17.8856,92.87703846153846,51.20314285714285,,1.0,-0.25,0.75,71.24922818465521,1.0,7.5
2014-04-24 18:00:00,0.23720608017218178,41.31727272727272,32.20931818181818,6.707341085271318,4.016,14.4305,104.22835714285715,20.755000000000003,,1.0,-0.8,0.6,56.968826076258836,,7.0
2014-04-25 18:00:00,0.23715277777777785,24.877906976744192,40.54170588235295,7.577561475409837,19.6033,8.312999999999999,112.18766666666666,235.885,,1.0,-0.5,0.75,70.84057433862945,1.0,7.25
2014-04-26 18:00:00,0.04565333946078431,,30.543000000000003,8.026968750000002,,17.267000000000003,53.430692307692304,,,,-0.4,1.0,38.00214285509928,,7.2
2014-04-27 18:00:00,0.18436147186147192,16.419666666666668,36.276525641025636,5.3891967213114755,15.741500000000002,7.804,57.774384615384605,83.32,,,-0.5,0.5,54.14562245047822,,6.5
2014-04-28 18:00:00,0.12793209876543218,10.448285714285715,54.51601219512195,11.021715976331361,,7.288499999999999,60.35592857142857,,,,-0.5,1.0,71.75988172972073,,7.0
2014-04-29 18:00:00,0.14874188722632148,110.0409230769231,39.53342,11.049415,23.05275,9.5178,135.48862068965516,63.787,,1.0,0.2,1.0,102.87623469683585,,7.8
2014-04-30 18:00:00,0.24621848739495805,47.64947619047618,47.61238775510204,16.438326241134753,11.035,10.0546,119.88327272727274,34.581375,,1.0,-0.2,0.6,86.46781159138331,,7.2
2014-05-01 18:00:00,0.18099159785600455,94.88688888888888,54.1124,4.718962962962963,,6.648199999999998,163.4701875,30.226333333333333,,1.0,,,169.50605551401776,,7.2
2014-05-02 18:00:00,0.21308976715686276,13.201999999999998,34.72955555555556,3.509150684931507,123.711,9.613333333333332,50.88858333333334,57.56466666666666,,1.0,-1.0,0.25,62.30090907848243,,6.25
2014-05-03 18:00:00,0.22994864612511676,30.502083333333335,40.260125,3.057831325301205,,23.043166666666668,132.076375,4.015,46.99850000000001,,-0.6,0.8,69.74928260367851,,7.6
2014-05-04 18:00:00,0.10555124892334194,4.8448,39.4599696969697,5.642947368421052,,10.5468,131.55849999999998,,,,-0.8,,81.24453844657312,,7.2
2014-05-05 18:00:00,0.12947012138188602,21.082875,47.08715094339622,4.202655999999999,7.0906666666666665,11.268,79.41757142857142,48.6035,,1.0,,,106.06322221402769,,
2014-05-06 18:00:00,0.09045584045584042,112.3693,55.88649462365592,9.865367346938775,63.38325,13.15,42.418878048780485,24.233,,1.0,-0.3333333333333333,0.0,93.60694681837204,1.0,6.666666666666667
2014-05-07 18:00:00,0.09305653295801074,25.762384615384608,55.02967647058823,10.71975,,44.982769230769236,116.38500000000003,,,,-1.0,1.0,94.57329267990298,1.0,7.0
