,time,value
1167303,2014-03-21 11:17:02.808,62.281000000000006
1167586,2014-03-21 21:34:05.635,5.479
1167587,2014-03-21 21:36:26.292,104.446
1168181,2014-03-24 11:00:01.621,3.01
1169366,2014-03-27 11:12:57.898,68.235
1169367,2014-03-27 11:14:06.138,9.031
1169368,2014-03-27 11:14:15.170,21.066999999999997
1169369,2014-03-27 11:14:36.237,4.011
1169370,2014-03-27 11:14:40.250,3.1630000000000003
1169371,2014-03-27 11:14:43.414,13.054
1169372,2014-03-27 11:14:56.469,4.02
1169373,2014-03-27 11:15:00.490,21.066999999999997
1169374,2014-03-27 11:15:21.558,2.096
1169486,2014-03-27 19:02:32.792,12.397
1169487,2014-03-27 19:03:25.101,8.089
1169493,2014-03-27 19:12:56.494,16.221
1170528,2014-04-01 08:13:12.957,28.764
1170898,2014-04-01 19:13:01.572,60.465
1170901,2014-04-01 19:23:28.542,3.159
1171303,2014-04-02 10:42:37.619,90.48100000000001
1173264,2014-04-07 12:53:47.283,17.107
1174382,2014-04-10 11:19:56.875,23.195
1180612,2014-05-01 13:49:20.880,28.098000000000003
