,actvalue,builtvalue,commvalue,entvalue,offvalue,othervalue,socialvalue,travelvalue,utilvalue,callvalue,arovalue,valvalue,scrvalue,smsvalue,labelvalue
2014-04-02 01:00:00,0.15776005308120425,17.98190322580645,37.28569642857143,25.72194117647059,54.25899999999999,10.37275,,,,1.0,0.0,0.0,88.45269011779575,1.0,7.0
2014-04-03 01:00:00,0.11351887500281606,12.471079999999999,44.81449230769231,33.755719178082195,58.17,12.600555555555555,,63.843399999999995,,1.0,-0.25,0.5,50.26388774112778,1.0,8.0
2014-04-04 01:00:00,0.07394992125320084,20.98533333333334,46.61474647887325,5.9225957446808515,,11.581799999999998,61.324,,5.024,1.0,-0.5,0.5,90.55467243852287,1.0,8.0
2014-04-05 01:00:00,0.06235701481564245,43.90696153846154,67.98599999999999,14.566655172413792,,13.1054,198.788,,,1.0,1.4,1.4,68.21167857732094,,8.4
2014-04-06 01:00:00,0.06470613484339814,25.139666666666667,54.66481632653062,9.65092561983471,,13.961400000000001,94.45249999999999,121.9855,5.0145,1.0,-1.4,0.0,58.27536142016034,1.0,7.6
2014-04-07 01:00:00,0.08243160865190323,25.57935211267606,39.626203125,10.910927927927931,,10.4358,,45.048500000000004,,1.0,-0.5,-0.5,50.923532708783014,1.0,7.0
2014-04-08 01:00:00,0.07162504736842978,19.07277142857143,68.53051282051284,17.409246753246748,,8.196,48.57899999999999,,,1.0,0.4,0.2,54.98289475629204,,7.8
2014-04-09 01:00:00,0.08153097175156,13.253510869565218,41.51956862745099,27.230413043478254,,8.725333333333333,,85.631,,1.0,0.3333333333333333,0.0,36.61492793194884,1.0,7.333333333333333
2014-04-10 01:00:00,0.08538139252507375,12.661777777777777,50.594953125,7.342643478260869,,9.37288888888889,338.005,,,1.0,0.25,0.75,54.208103445754645,,8.25
2014-04-11 01:00:00,0.15640304848655154,30.837565217391305,49.88713953488372,6.989146341463415,,12.261000000000001,,114.418,13.118,1.0,0.3333333333333333,0.3333333333333333,57.73795944613379,1.0,7.666666666666667
2014-04-12 01:00:00,0.07303492912470004,16.455142857142857,56.35954545454545,7.259718749999999,,9.9006,92.404,,,1.0,0.2,0.8,44.868816331941254,1.0,8.6
2014-04-13 01:00:00,0.11163536768707989,8.300099999999999,50.691466666666656,11.019016666666666,,10.323875000000001,119.0915,32.605,,1.0,-1.8,0.6,54.52987717327319,,8.0
2014-04-14 01:00:00,0.09276472686682141,39.43159459459459,60.06145762711864,7.394892857142858,,10.8208,,32.21,,1.0,0.5,0.5,88.57206847569718,,7.5
2014-04-15 01:00:00,0.12035484073371028,17.64730555555556,42.43143478260869,11.141612903225807,,25.4944,,,,1.0,0.0,0.5,72.75937680921687,1.0,8.0
2014-04-16 01:00:00,0.13353057634705043,37.276242424242426,49.0670487804878,31.17342857142857,,9.548599999999999,363.157,48.78580000000001,,1.0,0.75,0.75,67.40052380637516,,8.5
2014-04-17 01:00:00,0.06720556162513884,40.11847368421053,36.934264705882356,17.504599999999996,,8.5975,,24.891000000000002,,1.0,0.5,0.5,64.70236765987737,,8.5
2014-04-18 01:00:00,0.13375433270923412,34.37881481481481,81.71275000000003,71.60463265306123,,43.37133333333333,39.932,50.167500000000004,,1.0,-1.0,1.0,185.1249333328671,1.0,7.0
2014-04-19 01:00:00,0.046873453225540374,17.16497142857143,28.795307692307695,6.361588235294118,,,186.998,,,1.0,,,31.917024999856938,,
2014-04-20 01:00:00,0.05592628303453059,30.2775,97.32323529411765,11.340545454545454,,7.880000000000001,,,,,-2.0,-1.0,125.70252379916963,,6.0
2014-04-21 01:00:00,0.029165610997671832,15.245125000000002,64.40852727272727,5.4593584905660375,,8.87575,,,,1.0,-1.6666666666666667,0.0,70.46583051600697,,7.333333333333333
2014-04-22 01:00:00,0.12540065280144733,25.164962962962964,63.570707317073165,11.564890625,,,595.034,42.29925,,1.0,,,92.25443835454436,,
2014-04-23 01:00:00,0.11251810370003705,30.405466666666666,52.9965,10.054841463414634,,26.212636363636364,53.1365,59.779333333333334,,1.0,-0.2,0.0,87.417296860367,1.0,7.0
2014-04-24 01:00:00,0.06199745012223153,37.11205882352941,53.60830769230769,7.00250847457627,,6.57,56.17,24.266,,1.0,0.0,0.5,96.8865686117434,,8.0
2014-04-25 01:00:00,0.144732046280607,24.3934,73.3744693877551,11.179746268656716,,26.26522222222222,116.56866666666666,66.425,,1.0,0.0,1.0,232.4391707356384,1.0,8.0
2014-04-26 01:00:00,0.18802381247345323,28.616500000000002,47.937609756097565,12.538275862068964,,,,,,,,,88.43139130654538,,
2014-04-27 01:00:00,0.034586040121200944,49.751333333333335,29.685148148148144,8.86294202898551,,8.3555,134.403,,63.91685714285715,1.0,-0.5,0.0,61.35484615197549,,7.0
2014-04-28 01:00:00,0.06371385793880942,70.32534375,74.80174285714286,74.0820597014925,,7.88475,,35.2115,,1.0,0.25,0.25,121.20353447568834,,7.5
2014-04-29 01:00:00,0.10983779706651794,10.351,50.06085,8.045904761904763,,20.516199999999998,,,,1.0,1.0,0.6666666666666666,55.757695643798186,,8.0
2014-04-30 01:00:00,0.0812705433594,12.362179487179489,77.7734347826087,12.53471153846154,,10.6445,,51.745000000000005,,1.0,0.0,0.6666666666666666,146.5653653786733,1.0,7.0
2014-05-01 01:00:00,0.1479701336183231,14.325815789473687,55.51560784313724,9.389445652173913,,8.14,,,,1.0,-1.0,0.0,46.785345230783754,,7.0
2014-05-02 01:00:00,0.09468024192147585,17.871411764705883,48.43923913043477,9.614354430379745,,8.052000000000001,,44.9775,,1.0,-0.25,0.0,50.61562501390775,,7.25
2014-05-03 01:00:00,0.081146301122172,16.709400000000002,90.41047368421053,6.433419354838711,,8.0555,,,,1.0,-1.0,0.5,115.12936840559303,,7.5
2014-05-04 01:00:00,0.11628094765606733,24.385312499999998,96.50785185185184,5.1465000000000005,,55.43066666666667,107.5235,,,1.0,0.3333333333333333,1.0,191.23257140886213,1.0,8.666666666666666
2014-05-05 01:00:00,0.03508934036636402,18.584166666666665,76.24149999999999,24.3306404494382,,8.8635,341.93300000000005,,,1.0,-0.5,0.0,55.91994174938754,,7.0
2014-05-06 01:00:00,0.13699520686156685,14.00141860465116,66.66613725490195,12.11454117647059,,14.081800000000001,,,,1.0,,,51.34288311314275,,
2014-05-07 01:00:00,0.06833858284161863,24.5419375,50.695775000000005,7.650584415584414,,6.623857142857143,1.007,37.897666666666666,,1.0,-1.0,-0.25,46.383716199849104,,6.0
2014-05-08 01:00:00,0.11164228256716867,48.27446153846154,65.32419642857143,6.1734430379746845,,11.063333333333333,,,,1.0,-1.0,-0.25,63.29456790876975,1.0,6.0
2014-05-09 01:00:00,0.09183565065292824,16.74546478873239,33.827474358974364,8.308879120879121,,6.481199999999999,,27.797096774193545,,1.0,-0.25,0.75,41.80157929617785,,7.75
2014-05-10 01:00:00,0.11727722628161745,27.06876923076923,69.29326315789476,29.770608247422672,,10.503400000000001,313.52583333333337,38.0536,,1.0,-0.75,0.5,61.88825397642831,,7.25
2014-05-11 01:00:00,0.09932764876165293,17.136818181818185,75.59282352941176,14.315423076923079,6.0360000000000005,36.96366666666666,,,,1.0,-1.4,0.2,65.79845162360898,,7.2
2014-05-12 01:00:00,0.12052148720424918,,92.03833333333334,15.237500000000002,,6.515000000000001,,,,,-0.6,0.2,58.98314283575335,,7.2
2014-05-13 01:00:00,0.09025387263339067,21.449272727272728,95.617,5.866333333333333,,,,,,,,,67.67214284624372,,
2014-05-14 01:00:00,0.164353897343588,53.93075,187.80450000000002,22.2414,,,,,,,,,234.43866658210743,,
