,time,value
1616103,2014-04-01 12:16:08.250,113.03399999999999
1616104,2014-04-01 12:18:46.867,63.205
1616105,2014-04-01 12:19:50.076,4.026
1616168,2014-04-01 17:40:09.112,46.716
1616185,2014-04-01 18:25:56.242,23.145
1616229,2014-04-01 21:35:14.974,15.065999999999999
1616261,2014-04-02 10:50:57.065,5.117
1616268,2014-04-02 11:41:26.025,9.038
1616392,2014-04-02 19:23:08.829,6.085
1616393,2014-04-02 19:48:33.122,7.6370000000000005
1616394,2014-04-02 19:54:55.960,9.24
1616395,2014-04-02 19:55:05.661,15.302999999999999
1616396,2014-04-02 20:07:48.101,11.312000000000001
1616414,2014-04-02 21:17:25.473,19.25
1616484,2014-04-03 11:01:26.631,21.296999999999997
1616523,2014-04-03 12:29:30.385,18.142
1616567,2014-04-03 15:03:30.469,8.968
1616568,2014-04-03 15:07:48.167,5.043
1616657,2014-04-03 19:03:04.615,11.78
1616684,2014-04-03 21:20:33.079,12.198
1616685,2014-04-03 21:36:15.022,14.895999999999999
1616686,2014-04-03 21:40:59.763,16.027
1616687,2014-04-03 21:54:11.877,5.053999999999999
1616726,2014-04-04 09:10:39.617,1.2990000000000002
1616747,2014-04-04 12:36:52.727,8.082
1616784,2014-04-04 16:04:43.428,12.058
1616862,2014-04-04 23:44:21.336,13.220999999999998
1616870,2014-04-04 23:49:38.739,23.249000000000002
1616887,2014-04-05 09:27:37.026,18.509
1616888,2014-04-05 10:18:53.078,5.027
1616889,2014-04-05 10:18:58.121,9.462
1616890,2014-04-05 10:43:28.328,4.303999999999999
1616903,2014-04-05 12:09:50.732,51.208999999999996
1616904,2014-04-05 12:17:53.727,4.133
1616905,2014-04-05 12:17:57.992,10.793
1616946,2014-04-05 15:23:52.786,10.245
1616970,2014-04-05 19:56:47.181,6.031000000000001
1616976,2014-04-05 21:24:53.128,11.341
1617007,2014-04-06 09:13:47.894,13.152000000000001
1617039,2014-04-06 12:01:07.668,8.052999999999999
1617068,2014-04-06 15:04:24.854,23.393
1617137,2014-04-06 18:14:28.536,7.099
1617171,2014-04-06 21:29:36.385,18.11
1617246,2014-04-07 11:47:43.108,8.165
1617282,2014-04-07 13:23:31.940,17.064
1617306,2014-04-07 15:02:06.963,6.02
1617405,2014-04-07 18:17:15.869,9.748
1617433,2014-04-07 22:48:59.732,11.182
1617485,2014-04-08 10:37:43.187,6.226
1617489,2014-04-08 10:39:12.582,3.1060000000000003
1617490,2014-04-08 12:38:18.858,10.124
1617497,2014-04-08 12:39:37.221,8.456
1617503,2014-04-08 13:08:46.457,11.505
1617532,2014-04-08 15:25:37.664,8.044
1617571,2014-04-08 18:04:27.506,10.045
1617589,2014-04-08 21:40:38.414,8.062000000000001
1617636,2014-04-09 09:31:47.163,10.062000000000001
1617682,2014-04-09 12:21:32.061,8.045
1617734,2014-04-09 17:44:40.586,8.068999999999999
1617928,2014-04-10 13:18:53.443,1.0090000000000001
